Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
408,//cdn2.bulbagarden.net/upload/a/a0/408MS6.png,cranidos,mold-breaker,,sheer-force,4
409,//cdn2.bulbagarden.net/upload/1/14/409MS6.png,rampardos,mold-breaker,,sheer-force,4
410,//cdn2.bulbagarden.net/upload/e/ec/410MS6.png,shieldon,sturdy,,soundproof,4
411,//cdn2.bulbagarden.net/upload/d/d7/411MS6.png,bastiodon,sturdy,,soundproof,4
412,//cdn2.bulbagarden.net/upload/3/33/412MS6.png,burmy-plant-cloak,shed-skin,,overcoat,4
412,//cdn2.bulbagarden.net/upload/1/19/412GMS6.png,burmy-sandy-cloak,shed-skin,,overcoat,4
412,//cdn2.bulbagarden.net/upload/5/53/412SMS6.png,burmy-trash-cloak,shed-skin,,overcoat,4
413,//cdn2.bulbagarden.net/upload/e/ef/413MS6.png,wormadam-plant-cloak,anticipation,,overcoat,4
413,//cdn2.bulbagarden.net/upload/4/44/413GMS6.png,wormadam-sandy-cloak,anticipation,,overcoat,4
413,//cdn2.bulbagarden.net/upload/f/fa/413SMS6.png,wormadam-trash-cloak,anticipation,,overcoat,4
414,//cdn2.bulbagarden.net/upload/0/03/414MS6.png,mothim,swarm,,tinted-lens,4
415,//cdn2.bulbagarden.net/upload/c/ce/415MS8.png,combee,honey-gather,,hustle,4
416,//cdn2.bulbagarden.net/upload/5/5b/416MS8.png,vespiquen,pressure,,unnerve,4
417,//cdn2.bulbagarden.net/upload/4/46/417MS6.png,pachirisu,run-away,pickup,volt-absorb,4
418,//cdn2.bulbagarden.net/upload/7/7a/418MS6.png,buizel,swift-swim,,water-veil,4
419,//cdn2.bulbagarden.net/upload/b/bb/419MS6.png,floatzel,swift-swim,,water-veil,4
420,//cdn2.bulbagarden.net/upload/f/fb/420MS8.png,cherubi,chlorophyll,,,4
421,//cdn2.bulbagarden.net/upload/2/29/421MS8.png,cherrim-overcast-form,flower-gift,,,4
421,//cdn2.bulbagarden.net/upload/3/37/421SMS8.png,cherrim-sunshine-form,flower-gift,,,4
422,//cdn2.bulbagarden.net/upload/d/dd/422MS8.png,shellos-west-sea,sticky-hold,storm-drain,sand-force,4
422,//cdn2.bulbagarden.net/upload/2/2f/422EMS8.png,shellos-east-sea,sticky-hold,storm-drain,sand-force,4
423,//cdn2.bulbagarden.net/upload/2/22/423MS8.png,gastrodon-west-sea,sticky-hold,storm-drain,sand-force,4
423,//cdn2.bulbagarden.net/upload/b/b3/423EMS8.png,gastrodon-east-sea,sticky-hold,storm-drain,sand-force,4
425,//cdn2.bulbagarden.net/upload/c/c5/425MS8.png,drifloon,aftermath,unburden,flare-boost,4
426,//cdn2.bulbagarden.net/upload/a/af/426MS8.png,drifblim,aftermath,unburden,flare-boost,4
427,//cdn2.bulbagarden.net/upload/8/83/427MS8.png,buneary,run-away,klutz,limber,4
428,//cdn2.bulbagarden.net/upload/1/1e/428MS8.png,lopunny,cute-charm,klutz,limber,4
428,//cdn2.bulbagarden.net/upload/7/79/428MMS6.png,lopunny-mega-lopunny,scrappy,,,6
431,//cdn2.bulbagarden.net/upload/0/06/431MS6.png,glameow,limber,own-tempo,keen-eye,4
432,//cdn2.bulbagarden.net/upload/5/5a/432MS6.png,purugly,thick-fat,own-tempo,defiant,4
434,//cdn2.bulbagarden.net/upload/e/e8/434MS8.png,stunky,stench,aftermath,keen-eye,4
435,//cdn2.bulbagarden.net/upload/7/7c/435MS8.png,skuntank,stench,aftermath,keen-eye,4
436,//cdn2.bulbagarden.net/upload/5/5d/436MS8.png,bronzor,levitate,heatproof,heavy-metal,4
437,//cdn2.bulbagarden.net/upload/1/1a/437MS8.png,bronzong,levitate,heatproof,heavy-metal,4
441,//cdn2.bulbagarden.net/upload/f/f6/441MS6.png,chatot,keen-eye,tangled-feet,big-pecks,4
442,//cdn2.bulbagarden.net/upload/1/16/442MS8.png,spiritomb,pressure,,infiltrator,4
443,//cdn2.bulbagarden.net/upload/9/9a/443MS8.png,gible,sand-veil,,rough-skin,4
444,//cdn2.bulbagarden.net/upload/7/78/444MS8.png,gabite,sand-veil,,rough-skin,4
445,//cdn2.bulbagarden.net/upload/c/ce/445MS8.png,garchomp,sand-veil,,rough-skin,4
445,//cdn2.bulbagarden.net/upload/f/f7/445MMS6.png,garchomp-mega-garchomp,sand-force,,,6
447,//cdn2.bulbagarden.net/upload/5/51/447MS8.png,riolu,steadfast,inner-focus,prankster,4
448,//cdn2.bulbagarden.net/upload/4/40/448MS8.png,lucario,steadfast,inner-focus,justified,4
448,//cdn2.bulbagarden.net/upload/0/01/448MMS6.png,lucario-mega-lucario,adaptability,,,6
449,//cdn2.bulbagarden.net/upload/b/b6/449MS8.png,hippopotas,sand-stream,,sand-force,4
450,//cdn2.bulbagarden.net/upload/f/f6/450MS8.png,hippowdon,sand-stream,,sand-force,4
451,//cdn2.bulbagarden.net/upload/8/88/451MS8.png,skorupi,battle-armor,sniper,keen-eye,4
452,//cdn2.bulbagarden.net/upload/3/39/452MS8.png,drapion,battle-armor,sniper,keen-eye,4
453,//cdn2.bulbagarden.net/upload/7/70/453MS8.png,croagunk,anticipation,dry-skin,poison-touch,4
454,//cdn2.bulbagarden.net/upload/2/2f/454MS8.png,toxicroak,anticipation,dry-skin,poison-touch,4
455,//cdn2.bulbagarden.net/upload/8/85/455MS6.png,carnivine,levitate,,,4
456,//cdn2.bulbagarden.net/upload/6/60/456MS6.png,finneon,swift-swim,storm-drain,water-veil,4
457,//cdn2.bulbagarden.net/upload/5/54/457MS6.png,lumineon,swift-swim,storm-drain,water-veil,4
459,//cdn2.bulbagarden.net/upload/1/1d/459MS8.png,snover,snow-warning,,soundproof,4
460,//cdn2.bulbagarden.net/upload/7/73/460MS8.png,abomasnow,snow-warning,,soundproof,4
460,//cdn2.bulbagarden.net/upload/d/d5/460MMS6.png,abomasnow-mega-abomasnow,snow-warning,,,6
479,//cdn2.bulbagarden.net/upload/2/29/479MS8.png,rotom,levitate,,,4
479,//cdn2.bulbagarden.net/upload/d/d4/479OMS8.png,rotom-heat-rotom,levitate,,,4
479,//cdn2.bulbagarden.net/upload/a/a2/479WMS8.png,rotom-wash-rotom,levitate,,,4
479,//cdn2.bulbagarden.net/upload/4/4a/479RMS8.png,rotom-frost-rotom,levitate,,,4
479,//cdn2.bulbagarden.net/upload/8/8a/479FMS8.png,rotom-fan-rotom,levitate,,,4
479,//cdn2.bulbagarden.net/upload/1/13/479LMS8.png,rotom-mow-rotom,levitate,,,4
480,//cdn2.bulbagarden.net/upload/5/5c/480MS8.png,uxie,levitate,,,4
481,//cdn2.bulbagarden.net/upload/6/63/481MS8.png,mesprit,levitate,,,4
482,//cdn2.bulbagarden.net/upload/4/43/482MS8.png,azelf,levitate,,,4
483,//cdn2.bulbagarden.net/upload/f/f8/483MS8.png,dialga,pressure,,telepathy,4
484,//cdn2.bulbagarden.net/upload/f/f4/484MS8.png,palkia,pressure,,telepathy,4
485,//cdn2.bulbagarden.net/upload/8/81/485MS8.png,heatran,flash-fire,,flame-body,4
486,//cdn2.bulbagarden.net/upload/5/58/486MS8.png,regigigas,slow-start,,,4
487,//cdn2.bulbagarden.net/upload/e/ed/487MS8.png,giratina-altered-forme,pressure,,telepathy,4
487,//cdn2.bulbagarden.net/upload/9/92/487OMS8.png,giratina-origin-forme,levitate,,,4
488,//cdn2.bulbagarden.net/upload/2/2f/488MS8.png,cresselia,levitate,,,4
489,//cdn2.bulbagarden.net/upload/6/6e/489MS6.png,phione,hydration,,,4
490,//cdn2.bulbagarden.net/upload/c/c2/490MS6.png,manaphy,hydration,,,4
491,//cdn2.bulbagarden.net/upload/d/d4/491MS6.png,darkrai,bad-dreams,,,4
492,//cdn2.bulbagarden.net/upload/2/2b/492MS6.png,shaymin-land-forme,natural-cure,,,4
492,//cdn2.bulbagarden.net/upload/e/e4/492SMS6.png,shaymin-sky-forme,serene-grace,,,4
493,//cdn2.bulbagarden.net/upload/0/04/493MS6.png,arceus,multitype,,,4
Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
494,//cdn2.bulbagarden.net/upload/6/63/494MS8.png,victini,victory-star,,,5
495,//cdn2.bulbagarden.net/upload/0/07/495MS6.png,snivy,overgrow,,contrary,5
496,//cdn2.bulbagarden.net/upload/6/6d/496MS6.png,servine,overgrow,,contrary,5
497,//cdn2.bulbagarden.net/upload/1/1c/497MS6.png,serperior,overgrow,,contrary,5
498,//cdn2.bulbagarden.net/upload/7/74/498MS6.png,tepig,blaze,,thick-fat,5
499,//cdn2.bulbagarden.net/upload/a/ad/499MS6.png,pignite,blaze,,thick-fat,5
500,//cdn2.bulbagarden.net/upload/a/ae/500MS6.png,emboar,blaze,,reckless,5
501,//cdn2.bulbagarden.net/upload/b/bb/501MS6.png,oshawott,torrent,,shell-armor,5
502,//cdn2.bulbagarden.net/upload/f/f1/502MS6.png,dewott,torrent,,shell-armor,5
503,//cdn2.bulbagarden.net/upload/7/73/503MS6.png,samurott,torrent,,shell-armor,5
504,//cdn2.bulbagarden.net/upload/e/e2/504MS6.png,patrat,run-away,keen-eye,analytic,5
505,//cdn2.bulbagarden.net/upload/e/e3/505MS6.png,watchog,illuminate,keen-eye,analytic,5
506,//cdn2.bulbagarden.net/upload/a/ac/506MS8.png,lillipup,vital-spirit,pickup,run-away,5
507,//cdn2.bulbagarden.net/upload/a/a7/507MS8.png,herdier,intimidate,sand-rush,scrappy,5
508,//cdn2.bulbagarden.net/upload/8/8b/508MS8.png,stoutland,intimidate,sand-rush,scrappy,5
509,//cdn2.bulbagarden.net/upload/2/2e/509MS8.png,purrloin,limber,unburden,prankster,5
510,//cdn2.bulbagarden.net/upload/a/ad/510MS8.png,liepard,limber,unburden,prankster,5
511,//cdn2.bulbagarden.net/upload/1/11/511MS6.png,pansage,gluttony,,overgrow,5
512,//cdn2.bulbagarden.net/upload/0/07/512MS6.png,simisage,gluttony,,overgrow,5
513,//cdn2.bulbagarden.net/upload/f/f0/513MS6.png,pansear,gluttony,,blaze,5
514,//cdn2.bulbagarden.net/upload/5/5b/514MS6.png,simisear,gluttony,,blaze,5
515,//cdn2.bulbagarden.net/upload/c/c8/515MS6.png,panpour,gluttony,,torrent,5
516,//cdn2.bulbagarden.net/upload/2/29/516MS6.png,simipour,gluttony,,torrent,5
517,//cdn2.bulbagarden.net/upload/7/77/517MS8.png,munna,forewarn,synchronize,telepathy,5
518,//cdn2.bulbagarden.net/upload/f/f9/518MS8.png,musharna,forewarn,synchronize,telepathy,5
519,//cdn2.bulbagarden.net/upload/b/bd/519MS8.png,pidove,big-pecks,super-luck,rivalry,5
520,//cdn2.bulbagarden.net/upload/8/8d/520MS8.png,tranquill,big-pecks,super-luck,rivalry,5
521,//cdn2.bulbagarden.net/upload/7/75/521MS8.png,unfezant,big-pecks,super-luck,rivalry,5
522,//cdn2.bulbagarden.net/upload/6/6d/522MS6.png,blitzle,lightning-rod,motor-drive,sap-sipper,5
523,//cdn2.bulbagarden.net/upload/9/98/523MS6.png,zebstrika,lightning-rod,motor-drive,sap-sipper,5
524,//cdn2.bulbagarden.net/upload/a/a2/524MS8.png,roggenrola,sturdy,weak-armor,sand-force,5
525,//cdn2.bulbagarden.net/upload/1/11/525MS8.png,boldore,sturdy,weak-armor,sand-force,5
526,//cdn2.bulbagarden.net/upload/7/75/526MS8.png,gigalith,sturdy,sand-stream,sand-force,5
527,//cdn2.bulbagarden.net/upload/1/17/527MS8.png,woobat,unaware,klutz,simple,5
528,//cdn2.bulbagarden.net/upload/c/ca/528MS8.png,swoobat,unaware,klutz,simple,5
529,//cdn2.bulbagarden.net/upload/f/f7/529MS8.png,drilbur,sand-rush,sand-force,mold-breaker,5
530,//cdn2.bulbagarden.net/upload/6/67/530MS8.png,excadrill,sand-rush,sand-force,mold-breaker,5
531,//cdn2.bulbagarden.net/upload/8/8c/531MS8.png,audino,healer,regenerator,klutz,5
531,//cdn2.bulbagarden.net/upload/5/52/531MMS6.png,audino-mega-audino,healer,,,6
532,//cdn2.bulbagarden.net/upload/8/8f/532MS8.png,timburr,guts,sheer-force,iron-fist,5
533,//cdn2.bulbagarden.net/upload/1/15/533MS8.png,gurdurr,guts,sheer-force,iron-fist,5
534,//cdn2.bulbagarden.net/upload/b/be/534MS8.png,conkeldurr,guts,sheer-force,iron-fist,5
535,//cdn2.bulbagarden.net/upload/1/19/535MS8.png,tympole,swift-swim,hydration,water-absorb,5
536,//cdn2.bulbagarden.net/upload/f/ff/536MS8.png,palpitoad,swift-swim,hydration,water-absorb,5
537,//cdn2.bulbagarden.net/upload/7/7c/537MS8.png,seismitoad,swift-swim,poison-touch,water-absorb,5
538,//cdn2.bulbagarden.net/upload/7/70/538MS8.png,throh,guts,inner-focus,mold-breaker,5
539,//cdn2.bulbagarden.net/upload/8/86/539MS8.png,sawk,sturdy,inner-focus,mold-breaker,5
540,//cdn2.bulbagarden.net/upload/e/e2/540MS6.png,sewaddle,swarm,chlorophyll,overcoat,5
541,//cdn2.bulbagarden.net/upload/e/e1/541MS6.png,swadloon,leaf-guard,chlorophyll,overcoat,5
542,//cdn2.bulbagarden.net/upload/a/a6/542MS6.png,leavanny,swarm,chlorophyll,overcoat,5
543,//cdn2.bulbagarden.net/upload/0/02/543MS8.png,venipede,poison-point,swarm,speed-boost,5
544,//cdn2.bulbagarden.net/upload/7/79/544MS8.png,whirlipede,poison-point,swarm,speed-boost,5
545,//cdn2.bulbagarden.net/upload/4/4a/545MS8.png,scolipede,poison-point,swarm,speed-boost,5
546,//cdn2.bulbagarden.net/upload/3/39/546MS8.png,cottonee,prankster,infiltrator,chlorophyll,5
547,//cdn2.bulbagarden.net/upload/d/da/547MS8.png,whimsicott,prankster,infiltrator,chlorophyll,5
548,//cdn2.bulbagarden.net/upload/c/cd/548MS8.png,petilil,chlorophyll,own-tempo,leaf-guard,5
549,//cdn2.bulbagarden.net/upload/5/5b/549MS8.png,lilligant,chlorophyll,own-tempo,leaf-guard,5
550,//cdn2.bulbagarden.net/upload/6/64/550MS8.png,basculin-red-striped-form,reckless,adaptability,mold-breaker,5
550,//cdn2.bulbagarden.net/upload/7/7c/550BMS8.png,basculin-blue-striped-form,rock-head,adaptability,mold-breaker,5
551,//cdn2.bulbagarden.net/upload/5/51/551MS8.png,sandile,intimidate,moxie,anger-point,5
552,//cdn2.bulbagarden.net/upload/5/5f/552MS8.png,krokorok,intimidate,moxie,anger-point,5
553,//cdn2.bulbagarden.net/upload/6/69/553MS8.png,krookodile,intimidate,moxie,anger-point,5
554,//cdn2.bulbagarden.net/upload/1/1f/554MS8.png,darumaka,hustle,,inner-focus,5
554,//cdn2.bulbagarden.net/upload/0/03/554GMS8.png,darumaka-galarian-darumaka,hustle,,inner-focus,8
555,//cdn2.bulbagarden.net/upload/7/75/555MS8.png,darmanitan-standard-mode,sheer-force,,zen-mode,5
555,//cdn2.bulbagarden.net/upload/8/8f/555ZMS8.png,darmanitan-zen-mode,zen-mode,,,5
555,//cdn2.bulbagarden.net/upload/e/ed/555GMS8.png,darmanitan-galarian-standard-mode,gorilla-tactics,,zen-mode,8
555,//cdn2.bulbagarden.net/upload/8/8e/555GZMS8.png,darmanitan-galarian-zen-mode,gorilla-tactics,,zen-mode,8
556,//cdn2.bulbagarden.net/upload/a/a3/556MS8.png,maractus,water-absorb,chlorophyll,storm-drain,5
557,//cdn2.bulbagarden.net/upload/9/95/557MS8.png,dwebble,sturdy,shell-armor,weak-armor,5
558,//cdn2.bulbagarden.net/upload/5/51/558MS8.png,crustle,sturdy,shell-armor,weak-armor,5
559,//cdn2.bulbagarden.net/upload/c/c3/559MS8.png,scraggy,shed-skin,moxie,intimidate,5
560,//cdn2.bulbagarden.net/upload/b/ba/560MS8.png,scrafty,shed-skin,moxie,intimidate,5
561,//cdn2.bulbagarden.net/upload/c/c6/561MS8.png,sigilyph,wonder-skin,magic-guard,tinted-lens,5
562,//cdn2.bulbagarden.net/upload/4/4d/562MS8.png,yamask,mummy,,,5
562,//cdn2.bulbagarden.net/upload/3/3a/562GMS8.png,yamask-galarian-yamask,wandering-spirit,,,8
563,//cdn2.bulbagarden.net/upload/c/cb/563MS8.png,cofagrigus,mummy,,,5
867,//cdn2.bulbagarden.net/upload/0/0a/867MS8.png,runerigus,wandering-spirit,,,8
564,//cdn2.bulbagarden.net/upload/5/54/564MS8.png,tirtouga,solid-rock,sturdy,swift-swim,5
565,//cdn2.bulbagarden.net/upload/e/ec/565MS8.png,carracosta,solid-rock,sturdy,swift-swim,5
566,//cdn2.bulbagarden.net/upload/e/e7/566MS8.png,archen,defeatist,,,5
567,//cdn2.bulbagarden.net/upload/4/47/567MS8.png,archeops,defeatist,,,5
568,//cdn2.bulbagarden.net/upload/5/55/568MS8.png,trubbish,stench,sticky-hold,aftermath,5
569,//cdn2.bulbagarden.net/upload/2/26/569MS8.png,garbodor,stench,weak-armor,aftermath,5
570,//cdn2.bulbagarden.net/upload/5/5d/570MS8.png,zorua,illusion,,,5
571,//cdn2.bulbagarden.net/upload/8/81/571MS8.png,zoroark,illusion,,,5
572,//cdn2.bulbagarden.net/upload/d/dc/572MS8.png,minccino,cute-charm,technician,skill-link,5
573,//cdn2.bulbagarden.net/upload/2/2f/573MS8.png,cinccino,cute-charm,technician,skill-link,5
574,//cdn2.bulbagarden.net/upload/4/48/574MS8.png,gothita,frisk,competitive,shadow-tag,5
575,//cdn2.bulbagarden.net/upload/1/14/575MS8.png,gothorita,frisk,competitive,shadow-tag,5
576,//cdn2.bulbagarden.net/upload/b/b0/576MS8.png,gothitelle,frisk,competitive,shadow-tag,5
577,//cdn2.bulbagarden.net/upload/4/46/577MS8.png,solosis,overcoat,magic-guard,regenerator,5
578,//cdn2.bulbagarden.net/upload/0/0a/578MS8.png,duosion,overcoat,magic-guard,regenerator,5
579,//cdn2.bulbagarden.net/upload/0/05/579MS8.png,reuniclus,overcoat,magic-guard,regenerator,5
580,//cdn2.bulbagarden.net/upload/6/6b/580MS6.png,ducklett,keen-eye,big-pecks,hydration,5
581,//cdn2.bulbagarden.net/upload/8/82/581MS6.png,swanna,keen-eye,big-pecks,hydration,5
582,//cdn2.bulbagarden.net/upload/b/be/582MS8.png,vanillite,ice-body,snow-cloak,weak-armor,5
583,//cdn2.bulbagarden.net/upload/e/e5/583MS8.png,vanillish,ice-body,snow-cloak,weak-armor,5
584,//cdn2.bulbagarden.net/upload/f/fd/584MS8.png,vanilluxe,ice-body,snow-warning,weak-armor,5
585,//cdn2.bulbagarden.net/upload/5/59/585MS6.png,deerling-spring,chlorophyll,sap-sipper,serene-grace,5
585,//cdn2.bulbagarden.net/upload/4/4b/585SMS6.png,deerling-sumer,chlorophyll,sap-sipper,serene-grace,5
585,//cdn2.bulbagarden.net/upload/f/fb/585AMS6.png,deerling-autumn,chlorophyll,sap-sipper,serene-grace,5
585,//cdn2.bulbagarden.net/upload/e/e4/585WMS6.png,deerling-winter,chlorophyll,sap-sipper,serene-grace,5
586,//cdn2.bulbagarden.net/upload/a/a8/586MS6.png,sawsbuck-spring,chlorophyll,sap-sipper,serene-grace,5
586,//cdn2.bulbagarden.net/upload/6/6e/586SMS6.png,sawsbuck-summer,chlorophyll,sap-sipper,serene-grace,5
586,//cdn2.bulbagarden.net/upload/e/ea/586AMS6.png,sawsbuck-autumn,chlorophyll,sap-sipper,serene-grace,5
586,//cdn2.bulbagarden.net/upload/2/2c/586WMS6.png,sawsbuck-winter,chlorophyll,sap-sipper,serene-grace,5
587,//cdn2.bulbagarden.net/upload/9/99/587MS8.png,emolga,static,,motor-drive,5
588,//cdn2.bulbagarden.net/upload/1/16/588MS8.png,karrablast,swarm,shed-skin,no-guard,5
589,//cdn2.bulbagarden.net/upload/e/ed/589MS8.png,escavalier,swarm,shell-armor,overcoat,5
590,//cdn2.bulbagarden.net/upload/c/c6/590MS8.png,foongus,effect-spore,,regenerator,5
591,//cdn2.bulbagarden.net/upload/c/ca/591MS8.png,amoonguss,effect-spore,,regenerator,5
592,//cdn2.bulbagarden.net/upload/7/7e/592MS8.png,frillish,water-absorb,cursed-body,damp,5
593,//cdn2.bulbagarden.net/upload/8/85/593MS8.png,jellicent,water-absorb,cursed-body,damp,5
594,//cdn2.bulbagarden.net/upload/f/fd/594MS6.png,alomomola,healer,hydration,regenerator,5
595,//cdn2.bulbagarden.net/upload/f/f4/595MS8.png,joltik,compound-eyes,unnerve,swarm,5
596,//cdn2.bulbagarden.net/upload/a/a0/596MS8.png,galvantula,compound-eyes,unnerve,swarm,5
597,//cdn2.bulbagarden.net/upload/a/a6/597MS8.png,ferroseed,iron-barbs,,,5
598,//cdn2.bulbagarden.net/upload/0/0a/598MS8.png,ferrothorn,iron-barbs,,anticipation,5
599,//cdn2.bulbagarden.net/upload/3/33/599MS8.png,klink,plus,minus,clear-body,5
600,//cdn2.bulbagarden.net/upload/1/10/600MS8.png,klang,plus,minus,clear-body,5
601,//cdn2.bulbagarden.net/upload/0/07/601MS8.png,klinklang,plus,minus,clear-body,5
602,//cdn2.bulbagarden.net/upload/0/0d/602MS6.png,tynamo,levitate,,,5
603,//cdn2.bulbagarden.net/upload/9/97/603MS6.png,eelektrik,levitate,,,5
604,//cdn2.bulbagarden.net/upload/8/8c/604MS6.png,eelektross,levitate,,,5
605,//cdn2.bulbagarden.net/upload/3/3d/605MS8.png,elgyem,telepathy,synchronize,analytic,5
606,//cdn2.bulbagarden.net/upload/5/59/606MS8.png,beheeyem,telepathy,synchronize,analytic,5
607,//cdn2.bulbagarden.net/upload/5/5a/607MS8.png,litwick,flash-fire,flame-body,infiltrator,5
608,//cdn2.bulbagarden.net/upload/4/4d/608MS8.png,lampent,flash-fire,flame-body,infiltrator,5
609,//cdn2.bulbagarden.net/upload/3/38/609MS8.png,chandelure,flash-fire,flame-body,infiltrator,5
610,//cdn2.bulbagarden.net/upload/d/d8/610MS8.png,axew,rivalry,mold-breaker,unnerve,5
611,//cdn2.bulbagarden.net/upload/e/e1/611MS8.png,fraxure,rivalry,mold-breaker,unnerve,5
612,//cdn2.bulbagarden.net/upload/7/75/612MS8.png,haxorus,rivalry,mold-breaker,unnerve,5
613,//cdn2.bulbagarden.net/upload/9/97/613MS8.png,cubchoo,snow-cloak,slush-rush,rattled,5
614,//cdn2.bulbagarden.net/upload/8/81/614MS8.png,beartic,snow-cloak,slush-rush,swift-swim,5
615,//cdn2.bulbagarden.net/upload/a/aa/615MS8.png,cryogonal,levitate,,,5
616,//cdn2.bulbagarden.net/upload/a/a5/616MS8.png,shelmet,hydration,shell-armor,overcoat,5
617,//cdn2.bulbagarden.net/upload/2/2d/617MS8.png,accelgor,hydration,sticky-hold,unburden,5
618,//cdn2.bulbagarden.net/upload/b/b4/618MS8.png,stunfisk,static,limber,sand-veil,5
618,//cdn2.bulbagarden.net/upload/7/76/618GMS8.png,stunfisk-galarian-stunfisk,mimicry,,,8
619,//cdn2.bulbagarden.net/upload/f/fa/619MS8.png,mienfoo,inner-focus,regenerator,reckless,5
620,//cdn2.bulbagarden.net/upload/d/df/620MS8.png,mienshao,inner-focus,regenerator,reckless,5
621,//cdn2.bulbagarden.net/upload/b/b0/621MS8.png,druddigon,rough-skin,sheer-force,mold-breaker,5
622,//cdn2.bulbagarden.net/upload/d/d2/622MS8.png,golett,iron-fist,klutz,no-guard,5
623,//cdn2.bulbagarden.net/upload/a/ab/623MS8.png,golurk,iron-fist,klutz,no-guard,5
624,//cdn2.bulbagarden.net/upload/e/e9/624MS8.png,pawniard,defiant,inner-focus,pressure,5
625,//cdn2.bulbagarden.net/upload/f/fb/625MS8.png,bisharp,defiant,inner-focus,pressure,5
626,//cdn2.bulbagarden.net/upload/b/b1/626MS8.png,bouffalant,reckless,sap-sipper,soundproof,5
627,//cdn2.bulbagarden.net/upload/f/f5/627MS8.png,rufflet,keen-eye,sheer-force,hustle,5
628,//cdn2.bulbagarden.net/upload/8/88/628MS8.png,braviary,keen-eye,sheer-force,defiant,5
629,//cdn2.bulbagarden.net/upload/1/19/629MS8.png,vullaby,big-pecks,overcoat,weak-armor,5
630,//cdn2.bulbagarden.net/upload/6/65/630MS8.png,mandibuzz,big-pecks,overcoat,weak-armor,5
631,//cdn2.bulbagarden.net/upload/f/f9/631MS8.png,heatmor,gluttony,flash-fire,white-smoke,5
632,//cdn2.bulbagarden.net/upload/9/9e/632MS8.png,durant,swarm,hustle,truant,5
633,//cdn2.bulbagarden.net/upload/6/66/633MS8.png,deino,hustle,,,5
634,//cdn2.bulbagarden.net/upload/0/0a/634MS8.png,zweilous,hustle,,,5
635,//cdn2.bulbagarden.net/upload/6/67/635MS8.png,hydreigon,levitate,,,5
636,//cdn2.bulbagarden.net/upload/9/93/636MS8.png,larvesta,flame-body,,swarm,5
637,//cdn2.bulbagarden.net/upload/f/fb/637MS8.png,volcarona,flame-body,,swarm,5
638,//cdn2.bulbagarden.net/upload/e/e7/638MS8.png,cobalion,justified,,,5
639,//cdn2.bulbagarden.net/upload/5/55/639MS8.png,terrakion,justified,,,5
640,//cdn2.bulbagarden.net/upload/0/06/640MS8.png,virizion,justified,,,5
641,//cdn2.bulbagarden.net/upload/3/37/641MS8.png,tornadus-incarnate-forme,prankster,,defiant,5
641,//cdn2.bulbagarden.net/upload/e/e0/641TMS8.png,tornadus-therian-forme,regenerator,,,5
642,//cdn2.bulbagarden.net/upload/3/37/642MS8.png,thundurus-incarnate-forme,prankster,,defiant,5
642,//cdn2.bulbagarden.net/upload/e/ee/642TMS8.png,thundurus-therian-forme,volt-absorb,,,5
643,//cdn2.bulbagarden.net/upload/0/0e/643MS8.png,reshiram,turboblaze,,,5
644,//cdn2.bulbagarden.net/upload/5/5e/644MS8.png,zekrom,teravolt,,,5
645,//cdn2.bulbagarden.net/upload/7/71/645MS8.png,landorus-incarnate-forme,sand-force,,sheer-force,5
645,//cdn2.bulbagarden.net/upload/b/b4/645TMS8.png,landorus-therian-forme,intimidate,,,5
646,//cdn2.bulbagarden.net/upload/9/9e/646MS8.png,kyurem,pressure,,,5
646,//cdn2.bulbagarden.net/upload/7/73/646BMS8.png,kyurem-black-kyurem,teravolt,,,5
646,//cdn2.bulbagarden.net/upload/b/b5/646WMS8.png,kyurem-white-kyurem,turboblaze,,,5
647,//cdn2.bulbagarden.net/upload/2/2e/647MS8.png,keldeo-ordinary-forme,justified,,,5
647,//cdn2.bulbagarden.net/upload/3/31/647RMS8.png,keldeo-resolute-forme,justified,,,5
648,//cdn2.bulbagarden.net/upload/6/6e/648MS6.png,meloetta-aria-forme,serene-grace,,,5
648,//cdn2.bulbagarden.net/upload/8/88/648PMS6.png,meloetta-pirouette-forme,serene-grace,,,5
649,//cdn2.bulbagarden.net/upload/c/ca/649MS8.png,genesect,download,,,5
Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
650,//cdn2.bulbagarden.net/upload/2/27/650MS6.png,chespin,overgrow,,bulletproof,6
651,//cdn2.bulbagarden.net/upload/b/b0/651MS6.png,quilladin,overgrow,,bulletproof,6
652,//cdn2.bulbagarden.net/upload/8/8f/652MS6.png,chesnaught,overgrow,,bulletproof,6
653,//cdn2.bulbagarden.net/upload/5/50/653MS6.png,fennekin,blaze,,magician,6
654,//cdn2.bulbagarden.net/upload/6/6d/654MS6.png,braixen,blaze,,magician,6
655,//cdn2.bulbagarden.net/upload/9/97/655MS6.png,delphox,blaze,,magician,6
656,//cdn2.bulbagarden.net/upload/7/7c/656MS6.png,froakie,torrent,,protean,6
657,//cdn2.bulbagarden.net/upload/0/00/657MS6.png,frogadier,torrent,,protean,6
658,//cdn2.bulbagarden.net/upload/c/cd/658MS6.png,greninja,torrent,,protean,6
