Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
380,//cdn2.bulbagarden.net/upload/b/ba/380MS8.png,Latias,Levitate,,,3
380,//cdn2.bulbagarden.net/upload/a/ae/380MMS6.png,Latias (Mega Latias),Levitate,,,6
381,//cdn2.bulbagarden.net/upload/4/4c/381MS8.png,Latios,Levitate,,,3
381,//cdn2.bulbagarden.net/upload/1/1b/381MMS6.png,Latios (Mega Latios),Levitate,,,6
382,//cdn2.bulbagarden.net/upload/a/a9/382MS8.png,Kyogre,Drizzle,,,3
382,//cdn2.bulbagarden.net/upload/3/31/382PMS6.png,Kyogre (Primal Kyogre),Primordial Sea,,,3
383,//cdn2.bulbagarden.net/upload/c/cc/383MS8.png,Groudon,Drought,,,3
383,//cdn2.bulbagarden.net/upload/9/9f/383PMS6.png,Groudon (Primal Groudon),Desolate Land,,,3
384,//cdn2.bulbagarden.net/upload/a/a4/384MS8.png,Rayquaza,Air Lock,,,3
384,//cdn2.bulbagarden.net/upload/4/4e/384MMS6.png,Rayquaza (Mega Rayquaza),Delta Stream,,,6
385,//cdn2.bulbagarden.net/upload/4/41/385MS8.png,Jirachi,Serene Grace,,,3
386,//cdn2.bulbagarden.net/upload/6/6a/386MS6.png,Deoxys (Normal Forme),Pressure,,,3
386,//cdn2.bulbagarden.net/upload/2/23/386AMS6.png,Deoxys (Attack Forme),Pressure,,,3
386,//cdn2.bulbagarden.net/upload/6/63/386DMS6.png,Deoxys (Defense Forme),Pressure,,,3
386,//cdn2.bulbagarden.net/upload/3/3f/386SMS6.png,Deoxys (Speed Forme),Pressure,,,3
Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
387,//cdn2.bulbagarden.net/upload/8/89/387MS6.png,Turtwig,Overgrow,,Shell Armor,4
388,//cdn2.bulbagarden.net/upload/1/1b/388MS6.png,Grotle,Overgrow,,Shell Armor,4
389,//cdn2.bulbagarden.net/upload/6/61/389MS6.png,Torterra,Overgrow,,Shell Armor,4
390,//cdn2.bulbagarden.net/upload/3/3c/390MS6.png,Chimchar,Blaze,,Iron Fist,4
391,//cdn2.bulbagarden.net/upload/b/bd/391MS6.png,Monferno,Blaze,,Iron Fist,4
392,//cdn2.bulbagarden.net/upload/5/5f/392MS6.png,Infernape,Blaze,,Iron Fist,4
393,//cdn2.bulbagarden.net/upload/3/30/393MS6.png,Piplup,Torrent,,Defiant,4
394,//cdn2.bulbagarden.net/upload/7/71/394MS6.png,Prinplup,Torrent,,Defiant,4
395,//cdn2.bulbagarden.net/upload/1/13/395MS6.png,Empoleon,Torrent,,Defiant,4
396,//cdn2.bulbagarden.net/upload/7/72/396MS6.png,Starly,Keen Eye,,Reckless,4
397,//cdn2.bulbagarden.net/upload/4/4e/397MS6.png,Staravia,Intimidate,,Reckless,4
398,//cdn2.bulbagarden.net/upload/0/0e/398MS6.png,Staraptor,Intimidate,,Reckless,4
399,//cdn2.bulbagarden.net/upload/9/9f/399MS6.png,Bidoof,Simple,Unaware,Moody,4
400,//cdn2.bulbagarden.net/upload/7/7d/400MS6.png,Bibarel,Simple,Unaware,Moody,4
401,//cdn2.bulbagarden.net/upload/1/1c/401MS6.png,Kricketot,Shed Skin,,Run Away,4
402,//cdn2.bulbagarden.net/upload/7/75/402MS6.png,Kricketune,Swarm,,Technician,4
403,//cdn2.bulbagarden.net/upload/e/e5/403MS8.png,Shinx,Rivalry,Intimidate,Guts,4
404,//cdn2.bulbagarden.net/upload/7/70/404MS8.png,Luxio,Rivalry,Intimidate,Guts,4
405,//cdn2.bulbagarden.net/upload/a/af/405MS8.png,Luxray,Rivalry,Intimidate,Guts,4
408,//cdn2.bulbagarden.net/upload/a/a0/408MS6.png,Cranidos,Mold Breaker,,Sheer Force,4
409,//cdn2.bulbagarden.net/upload/1/14/409MS6.png,Rampardos,Mold Breaker,,Sheer Force,4
410,//cdn2.bulbagarden.net/upload/e/ec/410MS6.png,Shieldon,Sturdy,,Soundproof,4
411,//cdn2.bulbagarden.net/upload/d/d7/411MS6.png,Bastiodon,Sturdy,,Soundproof,4
412,//cdn2.bulbagarden.net/upload/3/33/412MS6.png,Burmy (Plant Cloak),Shed Skin,,Overcoat,4
412,//cdn2.bulbagarden.net/upload/1/19/412GMS6.png,Burmy (Sandy Cloak),Shed Skin,,Overcoat,4
412,//cdn2.bulbagarden.net/upload/5/53/412SMS6.png,Burmy (Trash Cloak),Shed Skin,,Overcoat,4
413,//cdn2.bulbagarden.net/upload/e/ef/413MS6.png,Wormadam (Plant Cloak),Anticipation,,Overcoat,4
413,//cdn2.bulbagarden.net/upload/4/44/413GMS6.png,Wormadam (Sandy Cloak),Anticipation,,Overcoat,4
413,//cdn2.bulbagarden.net/upload/f/fa/413SMS6.png,Wormadam (Trash Cloak),Anticipation,,Overcoat,4
414,//cdn2.bulbagarden.net/upload/0/03/414MS6.png,Mothim,Swarm,,Tinted Lens,4
415,//cdn2.bulbagarden.net/upload/c/ce/415MS8.png,Combee,Honey Gather,,Hustle,4
416,//cdn2.bulbagarden.net/upload/5/5b/416MS8.png,Vespiquen,Pressure,,Unnerve,4
417,//cdn2.bulbagarden.net/upload/4/46/417MS6.png,Pachirisu,Run Away,Pickup,Volt Absorb,4
418,//cdn2.bulbagarden.net/upload/7/7a/418MS6.png,Buizel,Swift Swim,,Water Veil,4
419,//cdn2.bulbagarden.net/upload/b/bb/419MS6.png,Floatzel,Swift Swim,,Water Veil,4
420,//cdn2.bulbagarden.net/upload/f/fb/420MS8.png,Cherubi,Chlorophyll,,,4
421,//cdn2.bulbagarden.net/upload/2/29/421MS8.png,Cherrim (Overcast Form),Flower Gift,,,4
421,//cdn2.bulbagarden.net/upload/3/37/421SMS8.png,Cherrim (Sunshine Form),Flower Gift,,,4
422,//cdn2.bulbagarden.net/upload/d/dd/422MS8.png,Shellos (West Sea),Sticky Hold,Storm Drain,Sand Force,4
422,//cdn2.bulbagarden.net/upload/2/2f/422EMS8.png,Shellos (East Sea),Sticky Hold,Storm Drain,Sand Force,4
423,//cdn2.bulbagarden.net/upload/2/22/423MS8.png,Gastrodon (West Sea),Sticky Hold,Storm Drain,Sand Force,4
423,//cdn2.bulbagarden.net/upload/b/b3/423EMS8.png,Gastrodon (East Sea),Sticky Hold,Storm Drain,Sand Force,4
425,//cdn2.bulbagarden.net/upload/c/c5/425MS8.png,Drifloon,Aftermath,Unburden,Flare Boost,4
426,//cdn2.bulbagarden.net/upload/a/af/426MS8.png,Drifblim,Aftermath,Unburden,Flare Boost,4
427,//cdn2.bulbagarden.net/upload/8/83/427MS8.png,Buneary,Run Away,Klutz,Limber,4
428,//cdn2.bulbagarden.net/upload/1/1e/428MS8.png,Lopunny,Cute Charm,Klutz,Limber,4
428,//cdn2.bulbagarden.net/upload/7/79/428MMS6.png,Lopunny (Mega Lopunny),Scrappy,,,6
431,//cdn2.bulbagarden.net/upload/0/06/431MS6.png,Glameow,Limber,Own Tempo,Keen Eye,4
432,//cdn2.bulbagarden.net/upload/5/5a/432MS6.png,Purugly,Thick Fat,Own Tempo,Defiant,4
434,//cdn2.bulbagarden.net/upload/e/e8/434MS8.png,Stunky,Stench,Aftermath,Keen Eye,4
435,//cdn2.bulbagarden.net/upload/7/7c/435MS8.png,Skuntank,Stench,Aftermath,Keen Eye,4
436,//cdn2.bulbagarden.net/upload/5/5d/436MS8.png,Bronzor,Levitate,Heatproof,Heavy Metal,4
437,//cdn2.bulbagarden.net/upload/1/1a/437MS8.png,Bronzong,Levitate,Heatproof,Heavy Metal,4
441,//cdn2.bulbagarden.net/upload/f/f6/441MS6.png,Chatot,Keen Eye,Tangled Feet,Big Pecks,4
442,//cdn2.bulbagarden.net/upload/1/16/442MS8.png,Spiritomb,Pressure,,Infiltrator,4
443,//cdn2.bulbagarden.net/upload/9/9a/443MS8.png,Gible,Sand Veil,,Rough Skin,4
444,//cdn2.bulbagarden.net/upload/7/78/444MS8.png,Gabite,Sand Veil,,Rough Skin,4
445,//cdn2.bulbagarden.net/upload/c/ce/445MS8.png,Garchomp,Sand Veil,,Rough Skin,4
445,//cdn2.bulbagarden.net/upload/f/f7/445MMS6.png,Garchomp (Mega Garchomp),Sand Force,,,6
447,//cdn2.bulbagarden.net/upload/5/51/447MS8.png,Riolu,Steadfast,Inner Focus,Prankster,4
448,//cdn2.bulbagarden.net/upload/4/40/448MS8.png,Lucario,Steadfast,Inner Focus,Justified,4
448,//cdn2.bulbagarden.net/upload/0/01/448MMS6.png,Lucario (Mega Lucario),Adaptability,,,6
449,//cdn2.bulbagarden.net/upload/b/b6/449MS8.png,Hippopotas,Sand Stream,,Sand Force,4
450,//cdn2.bulbagarden.net/upload/f/f6/450MS8.png,Hippowdon,Sand Stream,,Sand Force,4
451,//cdn2.bulbagarden.net/upload/8/88/451MS8.png,Skorupi,Battle Armor,Sniper,Keen Eye,4
452,//cdn2.bulbagarden.net/upload/3/39/452MS8.png,Drapion,Battle Armor,Sniper,Keen Eye,4
453,//cdn2.bulbagarden.net/upload/7/70/453MS8.png,Croagunk,Anticipation,Dry Skin,Poison Touch,4
454,//cdn2.bulbagarden.net/upload/2/2f/454MS8.png,Toxicroak,Anticipation,Dry Skin,Poison Touch,4
455,//cdn2.bulbagarden.net/upload/8/85/455MS6.png,Carnivine,Levitate,,,4
456,//cdn2.bulbagarden.net/upload/6/60/456MS6.png,Finneon,Swift Swim,Storm Drain,Water Veil,4
457,//cdn2.bulbagarden.net/upload/5/54/457MS6.png,Lumineon,Swift Swim,Storm Drain,Water Veil,4
459,//cdn2.bulbagarden.net/upload/1/1d/459MS8.png,Snover,Snow Warning,,Soundproof,4
460,//cdn2.bulbagarden.net/upload/7/73/460MS8.png,Abomasnow,Snow Warning,,Soundproof,4
460,//cdn2.bulbagarden.net/upload/d/d5/460MMS6.png,Abomasnow (Mega Abomasnow),Snow Warning,,,6
479,//cdn2.bulbagarden.net/upload/2/29/479MS8.png,Rotom,Levitate,,,4
479,//cdn2.bulbagarden.net/upload/d/d4/479OMS8.png,Rotom (Heat Rotom),Levitate,,,4
479,//cdn2.bulbagarden.net/upload/a/a2/479WMS8.png,Rotom (Wash Rotom),Levitate,,,4
479,//cdn2.bulbagarden.net/upload/4/4a/479RMS8.png,Rotom (Frost Rotom),Levitate,,,4
479,//cdn2.bulbagarden.net/upload/8/8a/479FMS8.png,Rotom (Fan Rotom),Levitate,,,4
479,//cdn2.bulbagarden.net/upload/1/13/479LMS8.png,Rotom (Mow Rotom),Levitate,,,4
480,//cdn2.bulbagarden.net/upload/5/5c/480MS8.png,Uxie,Levitate,,,4
481,//cdn2.bulbagarden.net/upload/6/63/481MS8.png,Mesprit,Levitate,,,4
482,//cdn2.bulbagarden.net/upload/4/43/482MS8.png,Azelf,Levitate,,,4
483,//cdn2.bulbagarden.net/upload/f/f8/483MS8.png,Dialga,Pressure,,Telepathy,4
484,//cdn2.bulbagarden.net/upload/f/f4/484MS8.png,Palkia,Pressure,,Telepathy,4
485,//cdn2.bulbagarden.net/upload/8/81/485MS8.png,Heatran,Flash Fire,,Flame Body,4
486,//cdn2.bulbagarden.net/upload/5/58/486MS8.png,Regigigas,Slow Start,,,4
487,//cdn2.bulbagarden.net/upload/e/ed/487MS8.png,Giratina (Altered Forme),Pressure,,Telepathy,4
487,//cdn2.bulbagarden.net/upload/9/92/487OMS8.png,Giratina (Origin Forme),Levitate,,,4
488,//cdn2.bulbagarden.net/upload/2/2f/488MS8.png,Cresselia,Levitate,,,4
489,//cdn2.bulbagarden.net/upload/6/6e/489MS6.png,Phione,Hydration,,,4
490,//cdn2.bulbagarden.net/upload/c/c2/490MS6.png,Manaphy,Hydration,,,4
491,//cdn2.bulbagarden.net/upload/d/d4/491MS6.png,Darkrai,Bad Dreams,,,4
492,//cdn2.bulbagarden.net/upload/2/2b/492MS6.png,Shaymin (Land Forme),Natural Cure,,,4
492,//cdn2.bulbagarden.net/upload/e/e4/492SMS6.png,Shaymin (Sky Forme),Serene Grace,,,4
493,//cdn2.bulbagarden.net/upload/0/04/493MS6.png,Arceus,Multitype,,,4
Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
494,//cdn2.bulbagarden.net/upload/6/63/494MS8.png,Victini,Victory Star,,,5
495,//cdn2.bulbagarden.net/upload/0/07/495MS6.png,Snivy,Overgrow,,Contrary,5
496,//cdn2.bulbagarden.net/upload/6/6d/496MS6.png,Servine,Overgrow,,Contrary,5
497,//cdn2.bulbagarden.net/upload/1/1c/497MS6.png,Serperior,Overgrow,,Contrary,5
498,//cdn2.bulbagarden.net/upload/7/74/498MS6.png,Tepig,Blaze,,Thick Fat,5
499,//cdn2.bulbagarden.net/upload/a/ad/499MS6.png,Pignite,Blaze,,Thick Fat,5
500,//cdn2.bulbagarden.net/upload/a/ae/500MS6.png,Emboar,Blaze,,Reckless,5
501,//cdn2.bulbagarden.net/upload/b/bb/501MS6.png,Oshawott,Torrent,,Shell Armor,5
502,//cdn2.bulbagarden.net/upload/f/f1/502MS6.png,Dewott,Torrent,,Shell Armor,5
503,//cdn2.bulbagarden.net/upload/7/73/503MS6.png,Samurott,Torrent,,Shell Armor,5
504,//cdn2.bulbagarden.net/upload/e/e2/504MS6.png,Patrat,Run Away,Keen Eye,Analytic,5
505,//cdn2.bulbagarden.net/upload/e/e3/505MS6.png,Watchog,Illuminate,Keen Eye,Analytic,5
506,//cdn2.bulbagarden.net/upload/a/ac/506MS8.png,Lillipup,Vital Spirit,Pickup,Run Away,5
507,//cdn2.bulbagarden.net/upload/a/a7/507MS8.png,Herdier,Intimidate,Sand Rush,Scrappy,5
508,//cdn2.bulbagarden.net/upload/8/8b/508MS8.png,Stoutland,Intimidate,Sand Rush,Scrappy,5
509,//cdn2.bulbagarden.net/upload/2/2e/509MS8.png,Purrloin,Limber,Unburden,Prankster,5
510,//cdn2.bulbagarden.net/upload/a/ad/510MS8.png,Liepard,Limber,Unburden,Prankster,5
511,//cdn2.bulbagarden.net/upload/1/11/511MS6.png,Pansage,Gluttony,,Overgrow,5
512,//cdn2.bulbagarden.net/upload/0/07/512MS6.png,Simisage,Gluttony,,Overgrow,5
513,//cdn2.bulbagarden.net/upload/f/f0/513MS6.png,Pansear,Gluttony,,Blaze,5
514,//cdn2.bulbagarden.net/upload/5/5b/514MS6.png,Simisear,Gluttony,,Blaze,5
515,//cdn2.bulbagarden.net/upload/c/c8/515MS6.png,Panpour,Gluttony,,Torrent,5
516,//cdn2.bulbagarden.net/upload/2/29/516MS6.png,Simipour,Gluttony,,Torrent,5
517,//cdn2.bulbagarden.net/upload/7/77/517MS8.png,Munna,Forewarn,Synchronize,Telepathy,5
518,//cdn2.bulbagarden.net/upload/f/f9/518MS8.png,Musharna,Forewarn,Synchronize,Telepathy,5
519,//cdn2.bulbagarden.net/upload/b/bd/519MS8.png,Pidove,Big Pecks,Super Luck,Rivalry,5
520,//cdn2.bulbagarden.net/upload/8/8d/520MS8.png,Tranquill,Big Pecks,Super Luck,Rivalry,5
521,//cdn2.bulbagarden.net/upload/7/75/521MS8.png,Unfezant,Big Pecks,Super Luck,Rivalry,5
522,//cdn2.bulbagarden.net/upload/6/6d/522MS6.png,Blitzle,Lightning Rod,Motor Drive,Sap Sipper,5
523,//cdn2.bulbagarden.net/upload/9/98/523MS6.png,Zebstrika,Lightning Rod,Motor Drive,Sap Sipper,5
524,//cdn2.bulbagarden.net/upload/a/a2/524MS8.png,Roggenrola,Sturdy,Weak Armor,Sand Force,5
525,//cdn2.bulbagarden.net/upload/1/11/525MS8.png,Boldore,Sturdy,Weak Armor,Sand Force,5
526,//cdn2.bulbagarden.net/upload/7/75/526MS8.png,Gigalith,Sturdy,Sand Stream,Sand Force,5
527,//cdn2.bulbagarden.net/upload/1/17/527MS8.png,Woobat,Unaware,Klutz,Simple,5
528,//cdn2.bulbagarden.net/upload/c/ca/528MS8.png,Swoobat,Unaware,Klutz,Simple,5
529,//cdn2.bulbagarden.net/upload/f/f7/529MS8.png,Drilbur,Sand Rush,Sand Force,Mold Breaker,5
530,//cdn2.bulbagarden.net/upload/6/67/530MS8.png,Excadrill,Sand Rush,Sand Force,Mold Breaker,5
531,//cdn2.bulbagarden.net/upload/8/8c/531MS8.png,Audino,Healer,Regenerator,Klutz,5
531,//cdn2.bulbagarden.net/upload/5/52/531MMS6.png,Audino (Mega Audino),Healer,,,6
532,//cdn2.bulbagarden.net/upload/8/8f/532MS8.png,Timburr,Guts,Sheer Force,Iron Fist,5
533,//cdn2.bulbagarden.net/upload/1/15/533MS8.png,Gurdurr,Guts,Sheer Force,Iron Fist,5
534,//cdn2.bulbagarden.net/upload/b/be/534MS8.png,Conkeldurr,Guts,Sheer Force,Iron Fist,5
535,//cdn2.bulbagarden.net/upload/1/19/535MS8.png,Tympole,Swift Swim,Hydration,Water Absorb,5
536,//cdn2.bulbagarden.net/upload/f/ff/536MS8.png,Palpitoad,Swift Swim,Hydration,Water Absorb,5
537,//cdn2.bulbagarden.net/upload/7/7c/537MS8.png,Seismitoad,Swift Swim,Poison Touch,Water Absorb,5
538,//cdn2.bulbagarden.net/upload/7/70/538MS8.png,Throh,Guts,Inner Focus,Mold Breaker,5
539,//cdn2.bulbagarden.net/upload/8/86/539MS8.png,Sawk,Sturdy,Inner Focus,Mold Breaker,5
540,//cdn2.bulbagarden.net/upload/e/e2/540MS6.png,Sewaddle,Swarm,Chlorophyll,Overcoat,5
541,//cdn2.bulbagarden.net/upload/e/e1/541MS6.png,Swadloon,Leaf Guard,Chlorophyll,Overcoat,5
542,//cdn2.bulbagarden.net/upload/a/a6/542MS6.png,Leavanny,Swarm,Chlorophyll,Overcoat,5
543,//cdn2.bulbagarden.net/upload/0/02/543MS8.png,Venipede,Poison Point,Swarm,Speed Boost,5
544,//cdn2.bulbagarden.net/upload/7/79/544MS8.png,Whirlipede,Poison Point,Swarm,Speed Boost,5
545,//cdn2.bulbagarden.net/upload/4/4a/545MS8.png,Scolipede,Poison Point,Swarm,Speed Boost,5
546,//cdn2.bulbagarden.net/upload/3/39/546MS8.png,Cottonee,Prankster,Infiltrator,Chlorophyll,5
547,//cdn2.bulbagarden.net/upload/d/da/547MS8.png,Whimsicott,Prankster,Infiltrator,Chlorophyll,5
548,//cdn2.bulbagarden.net/upload/c/cd/548MS8.png,Petilil,Chlorophyll,Own Tempo,Leaf Guard,5
549,//cdn2.bulbagarden.net/upload/5/5b/549MS8.png,Lilligant,Chlorophyll,Own Tempo,Leaf Guard,5
550,//cdn2.bulbagarden.net/upload/6/64/550MS8.png,Basculin (Red-Striped Form),Reckless,Adaptability,Mold Breaker,5
550,//cdn2.bulbagarden.net/upload/7/7c/550BMS8.png,Basculin (Blue-Striped Form),Rock Head,Adaptability,Mold Breaker,5
551,//cdn2.bulbagarden.net/upload/5/51/551MS8.png,Sandile,Intimidate,Moxie,Anger Point,5
552,//cdn2.bulbagarden.net/upload/5/5f/552MS8.png,Krokorok,Intimidate,Moxie,Anger Point,5
553,//cdn2.bulbagarden.net/upload/6/69/553MS8.png,Krookodile,Intimidate,Moxie,Anger Point,5
554,//cdn2.bulbagarden.net/upload/1/1f/554MS8.png,Darumaka,Hustle,,Inner Focus,5
554,//cdn2.bulbagarden.net/upload/0/03/554GMS8.png,Darumaka (Galarian Darumaka),Hustle,,Inner Focus,8
555,//cdn2.bulbagarden.net/upload/7/75/555MS8.png,Darmanitan (Standard Mode),Sheer Force,,Zen Mode,5
555,//cdn2.bulbagarden.net/upload/8/8f/555ZMS8.png,Darmanitan (Zen Mode),Zen Mode,,,5
555,//cdn2.bulbagarden.net/upload/e/ed/555GMS8.png,Darmanitan (Galarian Standard Mode),Gorilla Tactics,,Zen Mode,8
555,//cdn2.bulbagarden.net/upload/8/8e/555GZMS8.png,Darmanitan (Galarian Zen Mode),Gorilla Tactics,,Zen Mode,8
556,//cdn2.bulbagarden.net/upload/a/a3/556MS8.png,Maractus,Water Absorb,Chlorophyll,Storm Drain,5
557,//cdn2.bulbagarden.net/upload/9/95/557MS8.png,Dwebble,Sturdy,Shell Armor,Weak Armor,5
558,//cdn2.bulbagarden.net/upload/5/51/558MS8.png,Crustle,Sturdy,Shell Armor,Weak Armor,5
559,//cdn2.bulbagarden.net/upload/c/c3/559MS8.png,Scraggy,Shed Skin,Moxie,Intimidate,5
560,//cdn2.bulbagarden.net/upload/b/ba/560MS8.png,Scrafty,Shed Skin,Moxie,Intimidate,5
561,//cdn2.bulbagarden.net/upload/c/c6/561MS8.png,Sigilyph,Wonder Skin,Magic Guard,Tinted Lens,5
562,//cdn2.bulbagarden.net/upload/4/4d/562MS8.png,Yamask,Mummy,,,5
562,//cdn2.bulbagarden.net/upload/3/3a/562GMS8.png,Yamask (Galarian Yamask),Wandering Spirit,,,8
563,//cdn2.bulbagarden.net/upload/c/cb/563MS8.png,Cofagrigus,Mummy,,,5
867,//cdn2.bulbagarden.net/upload/0/0a/867MS8.png,Runerigus,Wandering Spirit,,,8
564,//cdn2.bulbagarden.net/upload/5/54/564MS8.png,Tirtouga,Solid Rock,Sturdy,Swift Swim,5
565,//cdn2.bulbagarden.net/upload/e/ec/565MS8.png,Carracosta,Solid Rock,Sturdy,Swift Swim,5
566,//cdn2.bulbagarden.net/upload/e/e7/566MS8.png,Archen,Defeatist,,,5
567,//cdn2.bulbagarden.net/upload/4/47/567MS8.png,Archeops,Defeatist,,,5
568,//cdn2.bulbagarden.net/upload/5/55/568MS8.png,Trubbish,Stench,Sticky Hold,Aftermath,5
569,//cdn2.bulbagarden.net/upload/2/26/569MS8.png,Garbodor,Stench,Weak Armor,Aftermath,5
570,//cdn2.bulbagarden.net/upload/5/5d/570MS8.png,Zorua,Illusion,,,5
571,//cdn2.bulbagarden.net/upload/8/81/571MS8.png,Zoroark,Illusion,,,5
572,//cdn2.bulbagarden.net/upload/d/dc/572MS8.png,Minccino,Cute Charm,Technician,Skill Link,5
573,//cdn2.bulbagarden.net/upload/2/2f/573MS8.png,Cinccino,Cute Charm,Technician,Skill Link,5
574,//cdn2.bulbagarden.net/upload/4/48/574MS8.png,Gothita,Frisk,Competitive,Shadow Tag,5
575,//cdn2.bulbagarden.net/upload/1/14/575MS8.png,Gothorita,Frisk,Competitive,Shadow Tag,5
576,//cdn2.bulbagarden.net/upload/b/b0/576MS8.png,Gothitelle,Frisk,Competitive,Shadow Tag,5
577,//cdn2.bulbagarden.net/upload/4/46/577MS8.png,Solosis,Overcoat,Magic Guard,Regenerator,5
578,//cdn2.bulbagarden.net/upload/0/0a/578MS8.png,Duosion,Overcoat,Magic Guard,Regenerator,5
579,//cdn2.bulbagarden.net/upload/0/05/579MS8.png,Reuniclus,Overcoat,Magic Guard,Regenerator,5
580,//cdn2.bulbagarden.net/upload/6/6b/580MS6.png,Ducklett,Keen Eye,Big Pecks,Hydration,5
581,//cdn2.bulbagarden.net/upload/8/82/581MS6.png,Swanna,Keen Eye,Big Pecks,Hydration,5
582,//cdn2.bulbagarden.net/upload/b/be/582MS8.png,Vanillite,Ice Body,Snow Cloak,Weak Armor,5
583,//cdn2.bulbagarden.net/upload/e/e5/583MS8.png,Vanillish,Ice Body,Snow Cloak,Weak Armor,5
584,//cdn2.bulbagarden.net/upload/f/fd/584MS8.png,Vanilluxe,Ice Body,Snow Warning,Weak Armor,5
585,//cdn2.bulbagarden.net/upload/5/59/585MS6.png,Deerling (Spring),Chlorophyll,Sap Sipper,Serene Grace,5
585,//cdn2.bulbagarden.net/upload/4/4b/585SMS6.png,Deerling (Sumer),Chlorophyll,Sap Sipper,Serene Grace,5
585,//cdn2.bulbagarden.net/upload/f/fb/585AMS6.png,Deerling (Autumn),Chlorophyll,Sap Sipper,Serene Grace,5
585,//cdn2.bulbagarden.net/upload/e/e4/585WMS6.png,Deerling (Winter),Chlorophyll,Sap Sipper,Serene Grace,5
586,//cdn2.bulbagarden.net/upload/a/a8/586MS6.png,Sawsbuck (Spring),Chlorophyll,Sap Sipper,Serene Grace,5
586,//cdn2.bulbagarden.net/upload/6/6e/586SMS6.png,Sawsbuck (Summer),Chlorophyll,Sap Sipper,Serene Grace,5
586,//cdn2.bulbagarden.net/upload/e/ea/586AMS6.png,Sawsbuck (Autumn),Chlorophyll,Sap Sipper,Serene Grace,5
586,//cdn2.bulbagarden.net/upload/2/2c/586WMS6.png,Sawsbuck (Winter),Chlorophyll,Sap Sipper,Serene Grace,5
587,//cdn2.bulbagarden.net/upload/9/99/587MS8.png,Emolga,Static,,Motor Drive,5
588,//cdn2.bulbagarden.net/upload/1/16/588MS8.png,Karrablast,Swarm,Shed Skin,No Guard,5
589,//cdn2.bulbagarden.net/upload/e/ed/589MS8.png,Escavalier,Swarm,Shell Armor,Overcoat,5
590,//cdn2.bulbagarden.net/upload/c/c6/590MS8.png,Foongus,Effect Spore,,Regenerator,5
591,//cdn2.bulbagarden.net/upload/c/ca/591MS8.png,Amoonguss,Effect Spore,,Regenerator,5
592,//cdn2.bulbagarden.net/upload/7/7e/592MS8.png,Frillish,Water Absorb,Cursed Body,Damp,5
593,//cdn2.bulbagarden.net/upload/8/85/593MS8.png,Jellicent,Water Absorb,Cursed Body,Damp,5
594,//cdn2.bulbagarden.net/upload/f/fd/594MS6.png,Alomomola,Healer,Hydration,Regenerator,5
595,//cdn2.bulbagarden.net/upload/f/f4/595MS8.png,Joltik,Compound Eyes,Unnerve,Swarm,5
596,//cdn2.bulbagarden.net/upload/a/a0/596MS8.png,Galvantula,Compound Eyes,Unnerve,Swarm,5
597,//cdn2.bulbagarden.net/upload/a/a6/597MS8.png,Ferroseed,Iron Barbs,,,5
598,//cdn2.bulbagarden.net/upload/0/0a/598MS8.png,Ferrothorn,Iron Barbs,,Anticipation,5
599,//cdn2.bulbagarden.net/upload/3/33/599MS8.png,Klink,Plus,Minus,Clear Body,5
600,//cdn2.bulbagarden.net/upload/1/10/600MS8.png,Klang,Plus,Minus,Clear Body,5
601,//cdn2.bulbagarden.net/upload/0/07/601MS8.png,Klinklang,Plus,Minus,Clear Body,5
602,//cdn2.bulbagarden.net/upload/0/0d/602MS6.png,Tynamo,Levitate,,,5
603,//cdn2.bulbagarden.net/upload/9/97/603MS6.png,Eelektrik,Levitate,,,5
604,//cdn2.bulbagarden.net/upload/8/8c/604MS6.png,Eelektross,Levitate,,,5
605,//cdn2.bulbagarden.net/upload/3/3d/605MS8.png,Elgyem,Telepathy,Synchronize,Analytic,5
606,//cdn2.bulbagarden.net/upload/5/59/606MS8.png,Beheeyem,Telepathy,Synchronize,Analytic,5
607,//cdn2.bulbagarden.net/upload/5/5a/607MS8.png,Litwick,Flash Fire,Flame Body,Infiltrator,5
608,//cdn2.bulbagarden.net/upload/4/4d/608MS8.png,Lampent,Flash Fire,Flame Body,Infiltrator,5
609,//cdn2.bulbagarden.net/upload/3/38/609MS8.png,Chandelure,Flash Fire,Flame Body,Infiltrator,5
610,//cdn2.bulbagarden.net/upload/d/d8/610MS8.png,Axew,Rivalry,Mold Breaker,Unnerve,5
611,//cdn2.bulbagarden.net/upload/e/e1/611MS8.png,Fraxure,Rivalry,Mold Breaker,Unnerve,5
612,//cdn2.bulbagarden.net/upload/7/75/612MS8.png,Haxorus,Rivalry,Mold Breaker,Unnerve,5
613,//cdn2.bulbagarden.net/upload/9/97/613MS8.png,Cubchoo,Snow Cloak,Slush Rush,Rattled,5
614,//cdn2.bulbagarden.net/upload/8/81/614MS8.png,Beartic,Snow Cloak,Slush Rush,Swift Swim,5
615,//cdn2.bulbagarden.net/upload/a/aa/615MS8.png,Cryogonal,Levitate,,,5
616,//cdn2.bulbagarden.net/upload/a/a5/616MS8.png,Shelmet,Hydration,Shell Armor,Overcoat,5
