Move Name,Gen,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
future_sight,2,A special Psychic-type attack. It strikes the target two turns after it is used.,An attack that hits on 3rd turn.,Heightens inner power to strike 2 turns later.,"Two turns after this move is used, the foe is attacked psychically.","Two turns after this move is used, the foe is attacked with a hunk of psychic energy.","Two turns after this move is used, a hunk of psychic energy attacks the target.",,,,,,,,,,,,,,,,,,
rock_smash,2,"A Fighting-type attack. In the field, it can be used to shatter rocks and open new paths.",An attack that may lower Defense.,A rock-crushing attack that may lower Defense.,An attack that may also cut Defense. It can also smash cracked boulders.,A rock-crushing attack that may lower Defense.,The user slugs the foe with a shattering punch. It can also smash cracked boulders.,The user slugs the foe with a shattering punch.,The user hits with a punch that may lower the target's Defense. It can also smash cracked boulders.,The user attacks with a punch that can shatter a rock. It may also lower the target's Defense stat.,The user attacks with a punch. This may also lower the target's Defense stat. This move can also shatter rocks in the field.,The user attacks with a punch. This may also lower the target's Defense stat.,The user attacks with a punch that may lower the target’s Defense stat. It’s also one of the Pokétch’s hidden moves.,,,,,,,,,,,,
whirlpool,2,"Lasts two to five turns. Foe becomes trapped in a vortex, making it impossible to switch.",Traps the foe for 2-5 turns.,Traps and hurts the foe in a whirlpool for 2 to 5 turns.,Traps and hurts target in a whirlpool for 2 to 5 turns.,"The foe is trapped in a fast, vicious whirlpool for two to five turns.","The user traps the foe inside a fast, vicious whirlpool that lasts for two to five turns.",Traps the foe inside a whirlpool that lasts for two to five turns. The user can pass through whirlpools.,Traps foes in a violent swirling whirlpool for four to five turns.,The user traps the target in a violent swirling whirlpool for four to five turns.,,,,,,,,,,,,,,,
beat_up,2,A Dark-type attack. The user's fellow party Pokemon appear to pummel the target.,Party Pokemon join in the attack.,Summons party Pokemon to join in the attack.,"All party Pokemon join in the attack. The more allies, the more damage.","The user gets all the party Pokemon to attack the foe. The more party Pokemon, the more damage.","The user gets all party Pokemon to attack the target. The more party Pokemon, the greater the number of attacks.",,,,,,,,,,,,,,,,,,
fake_out,3,"A 1st-turn, 1st-strike move that causes flinching.",An attack that hits first and causes flinching. Usable only on 1st turn.,An attack that hits first and makes the target flinch. This move works only on the first turn.,An attack that hits first and makes the target flinch. It only works the first turn the user is in battle.,This attack hits first and makes the target flinch. It only works the first turn the user is in battle.,This attack hits first and makes the target flinch. It only works the first turn each time the user enters battle.,,,,,,,,,,,,,,,,,,
uproar,3,Causes an uproar for 2 to 5 turns and prevents sleep.,The user attacks in an uproar that prevents sleep for two to five turns.,"The user attacks in an uproar for two to five turns. Over that time, no one can fall asleep.","The user attacks in an uproar for three turns. Over that time, no one can fall asleep.","The user attacks in an uproar for three turns. During that time, no one can fall asleep.","The user attacks in an uproar for three turns. During that time, no Pokemon can fall asleep.",,,,,,,,,,,,,,,,,,
stockpile,3,Charges up power for up to 3 turns.,The user charges up power for use later. It can be used three times.,"The user charges up power, and raises both its Defense and Sp. Def. The move can be used three times.",The user charges up power and raises both its Defense and Sp. Def. The move can be used three times.,The user charges up power and raises both its Defense and Sp. Def stats. The move can be used three times.,,,,,,,,,,,,,,,,,,,
spit_up,3,Releases stockpiled power (the more the better).,The power built using Stockpile is released at once for attack.,The power stored using the move Stockpile is released at once in an attack.,"The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the damage.","The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the move's power.",,,,,,,,,,,,,,,,,,,
swallow,3,Absorbs stockpiled power and restores HP.,The energy it built using Stockpile is absorbed to restore HP.,The power stored using the move Stockpile is absorbed by the user to heal its HP.,The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP.,,,,,,,,,,,,,,,,,,,,
heat_wave,3,Exhales a hot breath on the foe. May inflict a burn.,The user exhales a heated breath to attack. It may also inflict a burn.,Exhales a hot breath on the target. May inflict a burn.,The user exhales a heated breath on the foe to attack. It may also leave the target with a burn.,The user attacks by exhaling hot breath on the opposing team. It may also leave targets with a burn.,The user attacks by exhaling hot breath on the opposing Pokemon. This may also leave those Pokemon with a burn.,The user attacks by exhaling hot breath on opposing Pokemon. This may also leave those Pokemon with a burn.,,,,,,,,,,,,,,,,,
hail,3,Summons a hailstorm that strikes every turn.,A hailstorm lasting five turns damages all Pokemon except the Ice-type.,The user summons a hailstorm lasting five turns. It damages all Pokemon except the Ice type.,The user summons a hailstorm lasting five turns. It damages all Pokemon except Ice types.,,,,,,,,,,,,,,,,,,,,
torment,3,Torments the foe and stops successive use of a move.,"It enrages the foe, making it incapable of using the same move successively.",Torments the target. Stops successive use of a move.,"The user torments and enrages the foe, making it incapable of using the same move twice in a row.","The user torments and enrages the target, making it incapable of using the same move twice in a row.",,,,,,,,,,,,,,,,,,,
flatter,3,"Confuses the foe, but raises its Sp. Atk.","Flattery is used to confuse the foe, but its Sp. Atk also rises.","Confuses the target, but raises its Sp. Atk.","Flattery is used to confuse the foe. However, it also raises the target's Sp. Atk stat.","Flattery is used to confuse the target. However, it also raises the target's Sp. Atk stat.","Flattery is used to confuse the target. However, this also raises the target's Sp. Atk stat.",,,,,,,,,,,,,,,,,,
will_o_wisp,3,Inflicts a burn on the foe with intense fire.,"A sinister, bluish white flame is shot at the foe to inflict a burn.",Inflicts a burn on the target with intense fire.,"The user shoots a sinister, bluish white flame at the foe to inflict a burn.","The user shoots a sinister, bluish-white flame at the target to inflict a burn.",The user shoots a sinister flame at the target to inflict a burn.,,,,,,,,,,,,,,,,,,
memento,3,The user faints and lowers the foe's abilities.,"The user faints, but sharply lowers the foe's Attack and Sp. Atk.",The user faints. Sharply lowers the target's stats.,"The user faints when using this move. In return, it harshly lowers the target's Attack and Sp. Atk.","The user faints when using this move. In return, this harshly lowers the target's Attack and Sp. Atk stats.",,,,,,,,,,,,,,,,,,,
facade,3,"Boosts Attack when burned, paralyzed, or poisoned.","An attack that is boosted if user is burned, poisoned, or paralyzed.","An attack move that doubles its power if the user is poisoned, paralyzed, or has a burn.","An attack move that doubles its power if the user is poisoned, burned, or has paralysis.","This attack move doubles its power if the user is poisoned, burned, or paralyzed.",,,,,,,,,,,,,,,,,,,
focus_punch,3,A powerful loyalty attack. The user flinches if hit.,An attack that is executed last. The user flinches if hit beforehand.,The user focuses its mind before launching a punch. It will fail if the user is hit before it is used.,The user focuses its mind before launching a punch. This move fails if the user is hit before it is used.,,,,,,,,,,,,,,,,,,,,
smelling_salts,3,"Powerful against paralyzed foes, but also heals them.","Doubly effective on a paralyzed foe, but it also cures the foe's paralysis.","Strong against paralyzed targets, also heals them.","This attack inflicts double damage on a paralyzed foe. It also cures the foe's paralysis, however.","This attack inflicts double damage on a target with paralysis. It also cures the target's paralysis, however.","This attack inflicts double damage on a target with paralysis. This also cures the target's paralysis, however.","This attack's power is doubled when used on a target with paralysis. This also cures the target's paralysis, however.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,
follow_me,3,Draws attention to make foes attack only the user.,"The user draws attention to itself, making foes attack only the user.","The user draws attention to itself, making all foes take aim only at the user.","The user draws attention to itself, making all targets take aim only at the user.",,,,,,,,,,,,,,,,,,,,
nature_power,3,The type of attack varies depending on the location.,An attack that changes type depending on the user's location.,An attack that makes use of nature's power. Its effects vary depending on the user's environment.,This attack makes use of nature's power. Its effects vary depending on the user's environment.,,,,,,,,,,,,,,,,,,,,
charge,3,Charges power to boost the electric move used next.,The user charges power to boost the Electric move it uses next.,The user boosts the power of the Electric move it uses next. It also raises the user's Sp. Def stat.,The user boosts the power of the Electric move it uses on the next turn. It also raises the user's Sp. Def stat.,The user boosts the power of the Electric move it uses on the next turn. This also raises the user's Sp. Def stat.,,,,,,,,,,,,,,,,,,,
taunt,3,Taunts the foe into only using attack moves.,The foe is taunted into a rage that allows it to use only attack moves.,Taunts the target into only using attack moves.,The foe is taunted into a rage that allows it to use only attack moves for two to four turns.,The target is taunted into a rage that allows it to use only attack moves for three turns.,,,,,,,,,,,,,,,,,,,
helping_hand,3,Boosts the power of the recipient's moves.,A move that boosts the power of the ally's attack in a battle.,A move that boosts the power of the ally's attack in a Double Battle.,The user assists an ally by boosting the power of its attack.,The user assists an ally by boosting the power of that ally's attack.,,,,,,,,,,,,,,,,,,,
trick,3,Tricks the foe into trading held items.,A move that tricks the foe into trading held items with the user.,Tricks the target into trading held items.,The user catches the foe off guard and swaps the foe's held item with its own.,The user catches the target off guard and swaps its held item with its own.,,,,,,,,,,,,,,,,,,,
role_play,3,Mimics the target and copies its special ability.,The user mimics the foe completely and copies the foe's ability.,"The user mimics the foe completely, copying the foe's natural ability.","The user mimics the target completely, copying the target's natural Ability.","The user mimics the target completely, copying the target's Ability.",,,,,,,,,,,,,,,,,,,
wish,3,A wish that restores HP. It takes time to work.,A self-healing move that restores half the full HP on the next turn.,A self-healing move. The user restores its own HP by up to half of its maximum HP in the next turn.,"One turn after this move is used, the target's HP is restored by half the user's maximum HP.","One turn after this move is used, the target's HP is restored by half the user's max HP.","One turn after this move is used, the user's or its replacement's HP is restored by half the user's max HP.",,,,,,,,,,,,,,,,,,
assist,3,Attacks randomly with one of the partner's moves.,The user randomly picks and uses a move of an allied Pokemon.,The user hurriedly and randomly uses a move among those known by other Pokemon in the party.,The user hurriedly and randomly uses a move among those known by ally Pokemon.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,
ingrain,3,Lays roots that restore HP. The user can't switch out.,The user lays roots that restore HP on every turn. It can't switch out.,"The user lays roots that restore HP on every turn. Because it is rooted, it can't switch out.","The user lays roots that restore its HP on every turn. Because it is rooted, it can't switch out.","The user lays roots that restore its HP on every turn. Because it's rooted, it can't switch out.",,,,,,,,,,,,,,,,,,,
superpower,3,"Boosts strength sharply, but lowers abilities.","A powerful attack, but it also lowers the user's Attack and Defense stats.","The user attacks the foe with great power. However, it also lowers the user's Attack and Defense.","The user attacks the target with great power. However, it also lowers the user's Attack and Defense.","The user attacks the target with great power. However, this also lowers the user's Attack and Defense stats.",,,,,,,,,,,,,,,,,,,
magic_coat,3,Reflects special effects back to the attacker.,Reflects back the foe's Leech Seed and any status- damaging move.,A barrier reflects back to the foe moves like Leech Seed and moves that damage status.,A barrier reflects back to the target moves like Leech Seed and moves that damage status.,Moves like Leech Seed and moves that inflict status conditions are blocked by a barrier and reflected back to the user of those moves.,,,,,,,,,,,,,,,,,,,
recycle,3,Recycles a used item for one more use.,A move that recycles a used item for use once more.,Recycles a used hold item for one more use.,The user recycles a single-use item that has been used in battle so it can be used again.,The user recycles a held item that has been used in battle so it can be used again.,,,,,,,,,,,,,,,,,,,
revenge,3,An attack that gains power if injured by the foe.,An attack move that gains in intensity if the target has hurt the user.,An attack that gains power if injured by the target.,An attack move that inflicts double the damage if the user has been hurt by the foe in the same turn.,An attack move that inflicts double the damage if the user has been hurt by the opponent in the same turn.,This attack move's power is doubled if the user has been hurt by the opponent in the same turn.,,,,,,,,,,,,,,,,,,
brick_break,3,Destroys barriers such as Reflect and causes damage.,An attack that also breaks any barrier like Light Screen and Reflect.,"The user attacks with tough fists, etc. It can also break any barrier such as Light Screen and Reflect.",The user attacks with a swift chop. It can also break any barrier such as Light Screen and Reflect.,"The user attacks with a swift chop. It can also break barriers, such as Light Screen and Reflect.",,,,,,,,,,,,,,,,,,,
yawn,3,"Lulls the foe into yawning, then sleeping the next turn.",A huge yawn lulls the foe into falling asleep on the next turn.,Makes the target yawn and fall asleep next turn.,The user lets loose a huge yawn that lulls the foe into falling asleep on the next turn.,The user lets loose a huge yawn that lulls the target into falling asleep on the next turn.,,,,,,,,,,,,,,,,,,,
knock_off,3,Knocks down the foe's held item to prevent its use.,Knocks down the foe's held item to prevent its use during the battle.,Drops the target's held item to prevent its use.,"The user slaps down the foe's held item, preventing the item from being used during the battle.","The user slaps down the target's held item, preventing that item from being used in the battle.","The user slaps down the target's held item, and that item can't be used in that battle. The move does more damage if the target has a held item.",,,,,,,,,,,,,,,,,,
endeavor,3,Gains power if the user's HP is lower than the foe's HP.,Gains power the fewer HP the user has compared with the foe.,Gains power if the target's HP is higher than the user's.,Gains power if target's HP is higher than user's.,An attack move that cuts down the foe's HP to equal the user's HP.,An attack move that cuts down the target's HP to equal the user's HP.,This attack move cuts down the target's HP to equal the user's HP.,,,,,,,,,,,,,,,,,
eruption,3,"The higher the user's HP, the more damage caused.","The higher the user's HP, the more powerful this attack becomes.","The user attacks in an explosive fury. The lower the user's HP, the less powerful this attack becomes.","The user attacks the opposing team with explosive fury. The lower the user's HP, the less powerful this attack becomes.","The user attacks opposing Pokemon with explosive fury. The lower the user's HP, the lower the move's power.",,,,,,,,,,,,,,,,,,,
skill_swap,3,The user swaps special abilities with the target.,The user employs its psychic power to swap abilities with the foe.,The user employs its psychic power to exchange abilities with the foe.,The user employs its psychic power to exchange Abilities with the target.,,,,,,,,,,,,,,,,,,,,
imprison,3,Prevents foes from using moves known by the user.,Prevents foes from using any move that is also known by the user.,Prevents target from using moves known by the user.,"If the foe knows any move also known by the user, the foe is prevented from using it.","If the opponents know any move also known by the user, the opponents are prevented from using it.","If opposing Pokemon know any move also known by the user, they are prevented from using it.",,,,,,,,,,,,,,,,,,
refresh,3,"Heals poisoning, paralysis, or a burn.","A self-healing move that cures the user of a poisoning, burn, or paralysis.","The user rests to cure itself of a poisoning, burn, or paralysis.","The user rests to cure itself of poisoning, a burn, or paralysis.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,
grudge,3,"If the user faints, deletes the PP of the final move.","If the user faints, deletes all PP of foe's last move.","If the user faints, this move deletes the PP of the move that finished it.","If the user faints, the user's grudge fully depletes the PP of the foe's move that knocked it out.","If the user faints, the user's grudge fully depletes the PP of the opponent's move that knocked it out.",,,,,,,,,,,,,,,,,,,
snatch,3,Steals the effects of the move the foe uses next.,Steals the effects of the foe's healing or status-changing move.,Steals and uses a target's move if it raises stats.,The user steals the effects of any healing or status-changing move the foe attempts to use.,The user steals the effects of any healing or stat-changing move the foe attempts to use.,The user steals the effects of any healing or stat-changing move the opponent attempts to use.,The user steals the effects of any attempts to use a healing or stat-changing move.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,
secret_power,3,An attack with effects that vary by location.,An attack that may have an additional effect that varies with the terrain.,An attack with effects that vary by location.,The user attacks with a secret power. Its added effects vary depending on the user's environment.,The user attacks the target with a secret power. Its added effects vary depending on the user's environment.,The user attacks the target with a secret power. Its additional effects vary depending on the user's environment.,An attack whose additional effects depend on where it was used. Can also be used to make a Secret Base.,The additional effects of this attack depend upon where it was used.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,
dive,3,Dives underwater the first turn and strikes next turn.,The user dives underwater on the first turn and strikes next turn.,"A two-turn attack. The user dives underwater on the first turn, then hits on the next turn.","Diving on the first turn, the user floats up and attacks on the second turn. It can be used to dive deep in the ocean.","Diving on the first turn, the user floats up and attacks on the next turn.","Diving on the first turn, the user floats up and attacks on the next turn. It can be used to dive deep in the ocean.","Diving on the first turn, the user floats up and attacks on the next turn.",,,,,,,,,,,,,,,,,
arm_thrust,3,Straight-arm punches that strike the foe 2 to 5 times.,A quick flurry of straight-arm punches that hit two to five times.,Straight-arm punches that hit the target 2 to 5 times.,The user looses a flurry of open-palmed arm thrusts that hit two to five times in a row.,The user lets loose a flurry of open-palmed arm thrusts that hit two to five times in a row.,,,,,,,,,,,,,,,,,,,
camouflage,3,Alters the Pokemon's type depending on the location.,Alters the user's type depending on the location's terrain.,"The user's type is changed depending on its environment, such as at water's edge, in grass, or in a cave.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,
tail_glow,3,Flashes a light that sharply raises Sp. Atk.,The user flashes a light that sharply raises its Sp. Atk stat.,"The user stares at flashing lights to focus its mind, sharply raising its Sp. Atk stat.","The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,
luster_purge,3,Attacks with a burst of light. May lower Sp. Def.,A burst of light injures the foe. It may also lower the foe's Sp. Def.,The user looses a damaging burst of light. It may also reduce the target's Sp. Def stat.,The user lets loose a damaging burst of light. It may also reduce the target's Sp. Def stat.,The user lets loose a damaging burst of light. This may also lower the target's Sp. Def stat.,,,,,,,,,,,,,,,,,,,
mist_ball,3,Attacks with a flurry of down. May lower Sp. Atk.,A flurry of down hits the foe. It may also lower the foe's Sp. Atk.,A mistlike flurry of down envelops and damages the foe. It may also lower the target's Sp. Atk.,A mistlike flurry of down envelops and damages the target. It may also lower the target's Sp. Atk.,A mist-like flurry of down envelops and damages the target. This may also lower the target's Sp. Atk stat.,,,,,,,,,,,,,,,,,,,
feather_dance,3,Envelops the foe with feathers to sharply reduce Attack.,The foe is covered with a mass of down that sharply cuts the Attack stat.,Envelops target with down to sharply reduce Attack.,The user covers the foe with a mass of down that sharply lowers the Attack stat.,The user covers the target's body with a mass of down that harshly lowers its Attack stat.,,,,,,,,,,,,,,,,,,,
teeter_dance,3,Confuses all Pokemon on the scene.,A wobbly dance that confuses all the Pokemon in battle.,Confuses all Pokemon on the scene except the user.,The user performs a wobbly dance that confuses all the Pokemon in battle.,The user performs a wobbly dance that confuses the Pokemon around it.,,,,,,,,,,,,,,,,,,,
blaze_kick,3,A kick with a high critical-hit ratio. May cause a burn.,A fiery kick with a high critical-hit ratio. It may also burn the foe.,The user launches a kick with a high critical-hit ratio. It may also leave the target with a burn.,The user launches a kick that lands a critical hit more easily. It may also leave the target with a burn.,The user launches a kick that lands a critical hit more easily. This may also leave the target with a burn.,,,,,,,,,,,,,,,,,,,
mud_sport,3,Covers the user in mud to raise electrical resistance.,Weakens Electric-type attacks while the user is in the battle.,The user covers itself with mud. It weakens Electric-type moves while the user is in the battle.,The user covers itself with mud. This weakens Electric-type moves for five turns.,The user kicks up mud on the battlefield. This weakens Electric-type moves for five turns.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,
ice_ball,3,A 5-turn attack that gains power on successive hits.,A 5-turn rolling attack that becomes stronger each time it rolls.,An attack lasting 5 turns with rising intensity.,The user continually rolls into the foe over five turns. It becomes stronger each time it hits.,The user continually rolls into the target over five turns. It becomes stronger each time it hits.,The user attacks the target for five turns. The move's power increases each time it hits.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,
needle_arm,3,Attacks with thorny arms. May cause flinching.,An attack using thorny arms. It may make the foe flinch.,The user attacks by wildly swinging its thorny arms. It may also make the target flinch.,The user attacks by wildly swinging its thorny arms. This may also make the target flinch.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,
slack_off,3,Slacks off and restores half the maximum HP.,The user slacks off and restores its HP by half its full HP.,"The user slacks off, restoring its own HP by up to half of its maximum HP.","The user slacks off, restoring its own HP by up to half of its max HP.",,,,,,,,,,,,,,,,,,,,
hyper_voice,3,A loud attack that uses sound waves to injure.,The user lets loose a horribly loud shout with the power to damage.,The user lets loose a horribly echoing shout with the power to inflict damage.,,,,,,,,,,,,,,,,,,,,,
poison_fang,3,A sharp-fanged attack. May badly poison the foe.,The foe is bitten with toxic fangs. It may also badly poison the foe.,A sharp-fanged attack. May badly poison target.,The user bites the foe with toxic fangs. It may also leave the foe badly poisoned.,The user bites the target with toxic fangs. It may also leave the target badly poisoned.,The user bites the target with toxic fangs. This may also leave the target badly poisoned.,,,,,,,,,,,,,,,,,,
crush_claw,3,Tears at the foe with sharp claws. May lower Defense.,The foe is attacked with sharp claws. It may also lower the foe's Defense.,Slices target with sharp claws. May lower Defense.,The user slashes the foe with hard and sharp claws. It may also lower the target's Defense.,The user slashes the target with hard and sharp claws. It may also lower the target's Defense.,The user slashes the target with hard and sharp claws. This may also lower the target's Defense.,The user slashes the target with hard and sharp claws. This may also lower the target's Defense stat.,,,,,,,,,,,,,,,,,
blast_burn,3,"Powerful, but leaves the user immobile the next turn.",The foe is hit with a huge explosion. The user can't move on the next turn.,"The foe is razed by a fiery explosion. The user must rest on the next turn, however.","The target is razed by a fiery explosion. The user must rest on the next turn, however.",The target is razed by a fiery explosion. The user can't move on the next turn.,,,,,,,,,,,,,,,,,,,
hydro_cannon,3,"Powerful, but leaves the user immobile the next turn.",The foe is hit with a watery cannon. The user can't move on the next turn.,"The foe is hit with a watery blast. The user must rest on the next turn, however.","The target is hit with a watery blast. The user must rest on the next turn, however.",The target is hit by a watery blast. The user can't move on the next turn.,The target is hit with a watery blast. The user can't move on the next turn.,,,,,,,,,,,,,,,,,,
meteor_mash,3,Fires a meteor-like punch. May raise Attack.,"The foe is hit with a hard, fast punch. It may also raise the user's Attack.",The foe is hit with a hard punch fired like a meteor. It may also raise the user's Attack.,The target is hit with a hard punch fired like a meteor. It may also raise the user's Attack.,The target is hit with a hard punch fired like a meteor. This may also raise the user's Attack stat.,,,,,,,,,,,,,,,,,,,
astonish,3,An attack that may shock the foe into flinching.,An attack using a startling shout. It also may make the foe flinch.,An attack that may shock the target into flinching.,The user attacks the foe while shouting in a startling fashion. It may also make the target flinch.,The user attacks the target while shouting in a startling fashion. It may also make the target flinch.,The user attacks the target while shouting in a startling fashion. This may also make the target flinch.,,,,,,,,,,,,,,,,,,
weather_ball,3,The move's type and power change with the weather.,An attack that varies in power and type depending on the weather.,An attack move that varies in power and type depending on the weather.,This attack move varies in power and type depending on the weather.,,,,,,,,,,,,,,,,,,,,
aromatherapy,3,Heals all status problems with a soothing scent.,A soothing scent is released to heal all status problems in the user's party.,The user releases a soothing scent that heals all status problems affecting the user's party.,The user releases a soothing scent that heals all status conditions affecting the user's party.,,,,,,,,,,,,,,,,,,,,
fake_tears,3,Feigns crying to sharply lower the foe's Sp. Def.,Feigns crying to sharply lower the target's Sp. Def.,The user feigns crying to sharply lower the foe's Sp. Def.,"The user feigns crying to make the foe feel flustered, sharply lowering its Sp. Def stat.","The user feigns crying to fluster the target, harshly lowering its Sp. Def stat.",,,,,,,,,,,,,,,,,,,
air_cutter,3,Hacks with razorlike wind. High critical-hit ratio.,The foe is hit with razor-like wind. It has a high critical-hit ratio.,The user launches razorlike wind to slash the foe. It has a high critical-hit ratio.,The user launches razor-like wind to slash the opposing team. Critical hits land more easily.,The user launches razor-like wind to slash the opposing Pokemon. Critical hits land more easily.,The user launches razor-like wind to slash opposing Pokemon. Critical hits land more easily.,,,,,,,,,,,,,,,,,,
overheat,3,"Allows a full-power attack, but sharply lowers Sp.",An intense attack that also sharply reduces the user's Sp. Atk stat.,"Allows a full-power attack, but sharply lowers Sp.",The user attacks the foe at full power. The attack's recoil sharply reduces the user's Sp. Atk stat.,The user attacks the target at full power. The attack's recoil harshly reduces the user's Sp. Atk stat.,The user attacks the target at full power. The attack's recoil harshly lowers the user's Sp. Atk stat.,,,,,,,,,,,,,,,,,,
odor_sleuth,3,Negates the foe's efforts to heighten evasiveness.,Completely negates the foe's efforts to heighten its ability to evade.,Foils the target's efforts to heighten evasiveness.,Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe.,Enables a Ghost-type target to be hit with Normal- and Fighting-type attacks. It also enables an evasive target to be hit.,Enables a Ghost-type target to be hit with Normal- and Fighting-type attacks. This also enables an evasive target to be hit.,Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,
rock_tomb,3,Stops the foe from moving with rocks and cuts Speed.,Boulders are hurled at the foe. It also lowers the foe's Speed if it hits.,"Immobilizes the target with rocks, and cuts Speed.",Boulders are hurled at the foe. It also lowers the foe's Speed by preventing its movement.,Boulders are hurled at the target. It also lowers the target's Speed by preventing its movement.,Boulders are hurled at the target. This also lowers the target's Speed stat by preventing its movement.,,,,,,,,,,,,,,,,,,
silver_wind,3,A powdery attack that may raise abilities.,The foe is attacked with a silver dust. It may raise all the user's stats.,The foe is attacked with powdery scales blown by wind. It may also raise all the user's stats.,The target is attacked with powdery scales blown by wind. It may also raise all the user's stats.,The target is attacked with powdery scales blown by wind. This may also raise all the user's stats.,The target is attacked with powdery scales blown by the wind. This may also raise all the user's stats.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,
metal_sound,3,Emits a horrible screech that sharply lowers Sp. Def.,A horrible metallic screech is used to sharply lower the foe's Sp. Def.,A horrible sound like scraping metal is emitted to sharply reduce the foe's Sp. Def stat.,A horrible sound like scraping metal harshly reduces the target's Sp. Def stat.,A horrible sound like scraping metal harshly lowers the target's Sp. Def stat.,,,,,,,,,,,,,,,,,,,
grass_whistle,3,Lulls the foe into sleep with a pleasant melody.,A pleasant melody is played to lull the foe into a deep sleep.,Lulls target into sleep with a pleasant melody.,The user plays a pleasant melody that lulls the foe into a deep sleep.,The user plays a pleasant melody that lulls the target into a deep sleep.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,
tickle,3,Makes the foe laugh to lower Attack and Defense.,"The foe is made to laugh, reducing its Attack and Defense stats.",Makes the target laugh to lower Attack and Defense.,"The user tickles the foe into laughing, reducing its Attack and Defense stats.","The user tickles the target into laughing, reducing its Attack and Defense stats.",,,,,,,,,,,,,,,,,,,
cosmic_power,3,Raises Defense and Sp. Def with a mystic power.,The user absorbs a mystic power to raise its Defense and Sp. Def.,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.,,,,,,,,,,,,,,,,,,,,,
water_spout,3,Inflicts more damage if the user's HP is high.,"The higher the user's HP, the more powerful this attack becomes.","The higher the user's HP, the more damage caused.","The user spouts water to damage the foe. The lower the user's HP, the less powerful it becomes.","The user spouts water to damage the opposing team. The lower the user's HP, the less powerful it becomes.","The user spouts water to damage opposing Pokemon. The lower the user's HP, the lower the move's power.",,,,,,,,,,,,,,,,,,
signal_beam,3,A strange beam attack that may confuse the foe.,The foe is hit with a flashing beam that may also cause confusion.,Fires a peculiar ray that may confuse the target.,The user attacks with a sinister beam of light. It may also confuse the target.,The user attacks with a sinister beam of light. This may also confuse the target.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,
shadow_punch,3,An unavoidable punch that is thrown from shadows.,The user throws a punch from the shadows. It cannot be evaded.,The user throws a punch at the foe from the shadows. The punch lands without fail.,The user throws a punch from the shadows. The punch lands without fail.,The user throws a punch from the shadows. This attack never misses.,,,,,,,,,,,,,,,,,,,
extrasensory,3,Attacks with a peculiar power. May cause flinching.,The user attacks with an odd power that may make the foe flinch.,"The user attacks with an odd, unseeable power. It may also make the foe flinch.","The user attacks with an odd, unseeable power. It may also make the target flinch.","The user attacks with an odd, unseeable power. This may also make the target flinch.",,,,,,,,,,,,,,,,,,,
sky_uppercut,3,An uppercut thrown as if leaping into the sky.,The user attacks with an uppercut thrown skywards with force.,The user attacks the foe with an uppercut thrown skyward with force.,The user attacks the target with an uppercut thrown skyward with force.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,
sand_tomb,3,Traps and hurts the foe in quicksand for 2 to 5 turns.,Traps and hurts target in a whirlpool for 2 to 5 turns.,The foe is trapped inside a painful sandstorm for two to five turns.,The user traps the foe inside a harshly raging sandstorm for two to five turns.,The user traps the target inside a harshly raging sandstorm for four to five turns.,,,,,,,,,,,,,,,,,,,
