Item Name,Gen,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
decidium_z,7,It converts Z-Power into crystals that upgrade Decidueye's Spirit Shackle to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
dragonium_z,7,It converts Z-Power into crystals that upgrade Dragon-type moves to Dragon-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
eevium_z,7,It converts Z-Power into crystals that upgrade Eevee's Last Resort to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
electrium_z,7,It converts Z-Power into crystals that upgrade Electric-type moves to Electric-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
fairium_z,7,It converts Z-Power into crystals that upgrade Fairy-type moves to Fairy-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
fightinium_z,7,It converts Z-Power into crystals that upgrade Fighting-type moves to Fighting-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
firium_z,7,It converts Z-Power into crystals that upgrade Fire-type moves to Fire-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
flyinium_z,7,It converts Z-Power into crystals that upgrade Flying-type moves to Flying-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
ghostium_z,7,It converts Z-Power into crystals that upgrade Ghost-type moves to Ghost-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
grassium_z,7,It converts Z-Power into crystals that upgrade Grass-type moves to Grass-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
groundium_z,7,It converts Z-Power into crystals that upgrade Ground-type moves to Ground-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
icium_z,7,It converts Z-Power into crystals that upgrade Ice-type moves to Ice-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
incinium_z,7,It converts Z-Power into crystals that upgrade Incineroar's Darkest Lariat to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
kommonium_z,7,It converts Z-Power into crystals that upgrade Kommo-o's Clanging Scales to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
lunalium_z,7,It converts Z-Power into crystals that upgrade Lunala's Moongeist Beam to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
lycanium_z,7,It converts Z-Power into crystals that upgrade Lycanroc's Stone Edge to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
marshadium_z,7,It converts Z-Power into crystals that upgrade Marshadow's Spectral Thief to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
mewnium_z,7,It converts Z-Power into crystals that upgrade Mew's Psychic to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
mimikium_z,7,It converts Z-Power into crystals that upgrade Mimikyu's Play Rough to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
normalium_z,7,It converts Z-Power into crystals that upgrade Normal-type moves to Normal-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
pikanium_z,7,It converts Z-Power into crystals that upgrade Pikachu's Volt Tackle to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
pikashunium_z,7,It converts Z-Power into crystals that upgrade a Thunderbolt by Pikachu in a cap to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
poisonium_z,7,It converts Z-Power into crystals that upgrade Poison-type moves to Poison-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
primarium_z,7,It converts Z-Power into crystals that upgrade Primarina's Sparkling Aria to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
psychium_z,7,It converts Z-Power into crystals that upgrade Psychic-type moves to Psychic-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
rockium_z,7,It converts Z-Power into crystals that upgrade Rock-type moves to Rock-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
snorlium_z,7,It converts Z-Power into crystals that upgrade Snorlax's Giga Impact to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
solganium_z,7,It converts Z-Power into crystals that upgrade Solgaleo's Sunsteel Strike to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
steelium_z,7,It converts Z-Power into crystals that upgrade Steel-type moves to Steel-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
tapunium_z,7,It converts Z-Power into crystals that upgrade the tapu's Nature's Madness to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
ultranecrozium_z,7,It's a crystal that turns Necrozma fused with Solgaleo or Lunala into a new form.,,,,,,,,,,,,,,,,,,,,,,,
waterium_z,7,It converts Z-Power into crystals that upgrade Water-type moves to Water-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
rusted_shield,8,It is said that a hero used this shield to halt a terrible disaster in ancient times. But it's grown rusty and worn.,,,,,,,,,,,,,,,,,,,,,,,
rusted_sword,8,It is said that a hero used this sword to halt a terrible disaster in ancient times. But it's grown rusty and worn.,,,,,,,,,,,,,,,,,,,,,,,
