Move Name,RB,Y,Stad,GS,C,Stad2,RS,E,Colo,XD,FRLG,DP,Pt,HGSS,PBR,BW,B2W2,XY,ORAS,SM,USUM,PE,SwSh,BDSP
spiky_shield,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1
aromatic_mist,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1
eerie_impulse,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
venom_drench,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
powder,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,2
geomancy,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
magnetic_flux,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1
happy_hour,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
electric_terrain,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1
dazzling_gleam,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
celebrate,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
hold_hands,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
baby_doll_eyes,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1
nuzzle,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
hold_back,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,2
infestation,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
power_up_punch,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
oblivion_wing,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
thousand_arrows,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
thousand_waves,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2
lands_wrath,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
light_of_ruin,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
origin_pulse,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
precipice_blades,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
dragon_ascent,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1
hyperspace_fury,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,2
breakneck_blitz,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
all_out_pummeling,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
supersonic_skystrike,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
acid_downpour,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
tectonic_rage,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
continental_crush,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
savage_spin_out,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
never_ending_nightmare,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
corkscrew_crash,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
inferno_overdrive,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
hydro_vortex,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
bloom_doom,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
gigavolt_havoc,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
shattered_psyche,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
subzero_slammer,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
devastating_drake,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
black_hole_eclipse,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
twinkle_tackle,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
catastropika,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
shore_up,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
first_impression,,,,,,,,,,,,,,,,,,,,0,0,0,1,2
baneful_bunker,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
spirit_shackle,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
darkest_lariat,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
sparkling_aria,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
ice_hammer,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
floral_healing,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
high_horsepower,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
strength_sap,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
solar_blade,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
leafage,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
spotlight,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
toxic_thread,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
laser_focus,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
gear_up,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
throat_chop,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
pollen_puff,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
anchor_shot,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
psychic_terrain,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
lunge,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
fire_lash,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
power_trip,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
burn_up,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
speed_swap,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
smart_strike,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
purify,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
revelation_dance,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
core_enforcer,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
trop_kick,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
instruct,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
beak_blast,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
clanging_scales,,,,,,,,,,,,,,,,,,,,0,0,0,1,2
dragon_hammer,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
brutal_swing,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
aurora_veil,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
sinister_arrow_raid,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
malicious_moonsault,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
oceanic_operetta,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
guardian_of_alola,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
soul_stealing_7_star_strike,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
stoked_sparksurfer,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
pulverizing_pancake,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
extreme_evoboost,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
genesis_supernova,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
shell_trap,,,,,,,,,,,,,,,,,,,,0,0,0,1,2
fleur_cannon,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
psychic_fangs,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
stomping_tantrum,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
shadow_bone,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
accelerock,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
liquidation,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
prismatic_laser,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
spectral_thief,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
sunsteel_strike,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
moongeist_beam,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
tearful_look,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
zing_zap,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
natures_madness,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
multi_attack,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
10000000_volt_thunderbolt,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
mind_blown,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
plasma_fists,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
photon_geyser,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
light_that_burns_the_sky,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
searing_sunraze_smash,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
menacing_moonraze_maelstrom,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
lets_snuggle_forever,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
splintered_stormshards,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
clangorous_soulblaze,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
zippy_zap,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
splishy_splash,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
floaty_fall,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
pika_papow,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
bouncy_bubble,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
buzzy_buzz,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
sizzly_slide,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
glitzy_glow,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
baddy_bad,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
sappy_seed,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
freezy_frost,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
sparkly_swirl,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
veevee_volley,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
double_iron_bash,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
max_guard,,,,,,,,,,,,,,,,,,,,,,,0,0
dynamax_cannon,,,,,,,,,,,,,,,,,,,,,,,0,1
snipe_shot,,,,,,,,,,,,,,,,,,,,,,,0,1
jaw_lock,,,,,,,,,,,,,,,,,,,,,,,0,1
stuff_cheeks,,,,,,,,,,,,,,,,,,,,,,,0,1
no_retreat,,,,,,,,,,,,,,,,,,,,,,,0,1
tar_shot,,,,,,,,,,,,,,,,,,,,,,,0,1
magic_powder,,,,,,,,,,,,,,,,,,,,,,,0,1
dragon_darts,,,,,,,,,,,,,,,,,,,,,,,0,1
teatime,,,,,,,,,,,,,,,,,,,,,,,0,1
octolock,,,,,,,,,,,,,,,,,,,,,,,0,1
bolt_beak,,,,,,,,,,,,,,,,,,,,,,,0,1
fishious_rend,,,,,,,,,,,,,,,,,,,,,,,0,1
court_change,,,,,,,,,,,,,,,,,,,,,,,0,1
max_flare,,,,,,,,,,,,,,,,,,,,,,,0,0
max_flutterby,,,,,,,,,,,,,,,,,,,,,,,0,0
max_lightning,,,,,,,,,,,,,,,,,,,,,,,0,0
max_strike,,,,,,,,,,,,,,,,,,,,,,,0,0
max_knuckle,,,,,,,,,,,,,,,,,,,,,,,0,0
max_phantasm,,,,,,,,,,,,,,,,,,,,,,,0,0
max_hailstorm,,,,,,,,,,,,,,,,,,,,,,,0,0
max_ooze,,,,,,,,,,,,,,,,,,,,,,,0,0
max_geyser,,,,,,,,,,,,,,,,,,,,,,,0,0
max_airstream,,,,,,,,,,,,,,,,,,,,,,,0,0
max_starfall,,,,,,,,,,,,,,,,,,,,,,,0,0
max_wyrmwind,,,,,,,,,,,,,,,,,,,,,,,0,0
max_mindstorm,,,,,,,,,,,,,,,,,,,,,,,0,0
max_rockfall,,,,,,,,,,,,,,,,,,,,,,,0,0
max_quake,,,,,,,,,,,,,,,,,,,,,,,0,0
max_darkness,,,,,,,,,,,,,,,,,,,,,,,0,0
max_overgrowth,,,,,,,,,,,,,,,,,,,,,,,0,0
max_steelspike,,,,,,,,,,,,,,,,,,,,,,,0,0
clangorous_soul,,,,,,,,,,,,,,,,,,,,,,,0,1
body_press,,,,,,,,,,,,,,,,,,,,,,,0,0
decorate,,,,,,,,,,,,,,,,,,,,,,,0,1
drum_beating,,,,,,,,,,,,,,,,,,,,,,,0,1
snap_trap,,,,,,,,,,,,,,,,,,,,,,,0,1
pyro_ball,,,,,,,,,,,,,,,,,,,,,,,0,1
behemoth_blade,,,,,,,,,,,,,,,,,,,,,,,0,1
behemoth_bash,,,,,,,,,,,,,,,,,,,,,,,0,1
aura_wheel,,,,,,,,,,,,,,,,,,,,,,,0,1
breaking_swipe,,,,,,,,,,,,,,,,,,,,,,,0,1
branch_poke,,,,,,,,,,,,,,,,,,,,,,,0,1
overdrive,,,,,,,,,,,,,,,,,,,,,,,0,1
apple_acid,,,,,,,,,,,,,,,,,,,,,,,0,1
grav_apple,,,,,,,,,,,,,,,,,,,,,,,0,1
spirit_break,,,,,,,,,,,,,,,,,,,,,,,0,1
strange_steam,,,,,,,,,,,,,,,,,,,,,,,0,1
life_dew,,,,,,,,,,,,,,,,,,,,,,,0,0
obstruct,,,,,,,,,,,,,,,,,,,,,,,0,1
false_surrender,,,,,,,,,,,,,,,,,,,,,,,0,1
meteor_assault,,,,,,,,,,,,,,,,,,,,,,,0,1
eternabeam,,,,,,,,,,,,,,,,,,,,,,,0,1
steel_beam,,,,,,,,,,,,,,,,,,,,,,,0,1
expanding_force,,,,,,,,,,,,,,,,,,,,,,,0,1
steel_roller,,,,,,,,,,,,,,,,,,,,,,,0,1
scale_shot,,,,,,,,,,,,,,,,,,,,,,,0,1
meteor_beam,,,,,,,,,,,,,,,,,,,,,,,0,1
shell_side_arm,,,,,,,,,,,,,,,,,,,,,,,0,1
misty_explosion,,,,,,,,,,,,,,,,,,,,,,,0,1
grassy_glide,,,,,,,,,,,,,,,,,,,,,,,0,1
rising_voltage,,,,,,,,,,,,,,,,,,,,,,,0,1
terrain_pulse,,,,,,,,,,,,,,,,,,,,,,,0,1
skitter_smack,,,,,,,,,,,,,,,,,,,,,,,0,1
burning_jealousy,,,,,,,,,,,,,,,,,,,,,,,0,1
lash_out,,,,,,,,,,,,,,,,,,,,,,,0,1
poltergeist,,,,,,,,,,,,,,,,,,,,,,,0,1
corrosive_gas,,,,,,,,,,,,,,,,,,,,,,,0,1
coaching,,,,,,,,,,,,,,,,,,,,,,,0,1
flip_turn,,,,,,,,,,,,,,,,,,,,,,,0,1
triple_axel,,,,,,,,,,,,,,,,,,,,,,,0,1
dual_wingbeat,,,,,,,,,,,,,,,,,,,,,,,0,1
scorching_sands,,,,,,,,,,,,,,,,,,,,,,,0,1
jungle_healing,,,,,,,,,,,,,,,,,,,,,,,0,1
wicked_blow,,,,,,,,,,,,,,,,,,,,,,,0,1
surging_strikes,,,,,,,,,,,,,,,,,,,,,,,0,1
thunder_cage,,,,,,,,,,,,,,,,,,,,,,,0,1
dragon_energy,,,,,,,,,,,,,,,,,,,,,,,0,1
freezing_glare,,,,,,,,,,,,,,,,,,,,,,,0,1
fiery_wrath,,,,,,,,,,,,,,,,,,,,,,,0,1
thunderous_kick,,,,,,,,,,,,,,,,,,,,,,,0,1
glacial_lance,,,,,,,,,,,,,,,,,,,,,,,0,1
astral_barrage,,,,,,,,,,,,,,,,,,,,,,,0,1
eerie_spell,,,,,,,,,,,,,,,,,,,,,,,0,1
g_max_wildfire,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_befuddle,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_volt_crash,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_gold_rush,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_chi_strike,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_terror,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_resonance,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_cuddle,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_replenish,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_malodor,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_stonesurge,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_wind_rage,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_stun_shock,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_finale,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_depletion,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_gravitas,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_volcalith,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_sandblast,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_snooze,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_tartness,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_sweetness,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_smite,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_steelsurge,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_meltdown,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_foam_burst,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_centiferno,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_vine_lash,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_cannonade,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_drum_solo,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_fireball,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_hydrosnipe,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_one_blow,,,,,,,,,,,,,,,,,,,,,,,0,0
g_max_rapid_flow,,,,,,,,,,,,,,,,,,,,,,,0,0
